data,titulo,classificacao,justificativa,link
25/10/2024,Supremo assume conciliação de acordo sobre desastre em Mariana,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/supremo-assume-conciliacao-de-acordo-sobre-desastre-em-mariana
25/10/2024,Aneel e concessionárias de energia de SP adotam ações para 2º turno,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/aneel-e-concessionarias-de-energia-de-sp-adotam-acoes-para-2o-turno
25/10/2024,"STF marca para 9 de dezembro audiência pública sobre ""uberização""",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/stf-marca-para-9-de-dezembro-audiencia-publica-sobre-uberizacao
25/10/2024,Mega-Sena acumula e prêmio está estimado em R$ 85 milhões,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/premio-da-mega-sena-acumula-e-esta-estimado-em-r-85-milhoes
25/10/2024,Mario Moreira é reeleito e ficará na presidência da Fiocruz até 2028,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/saude/noticia/2024-10/mario-moreira-e-reeleito-e-ficara-na-presidencia-da-fiocruz-ate-2028
26/10/2024,"Voto é poderoso instrumento de transformação social, diz Cármen Lúcia",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/voto-e-poderoso-instrumento-de-transformacao-social-diz-carmen-lucia
26/10/2024,Netanyahu: Israel escolheu alvos no Irã com base no interesse nacional,NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/netanyahu-israel-escolheu-alvos-no-ira-com-base-no-interesse-nacional
26/10/2024,Acidente com ônibus mata 19 pessoas no México,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/acidente-com-onibus-mata-19-pessoas-no-mexico
26/10/2024,Segundo turno tem reforço de segurança no estado do Rio,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/segundo-turno-tem-reforco-de-seguranca-no-estado-do-rio
26/10/2024,Companhias aéreas cancelam voos após ataques contra o Irã,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/companhias-aereas-cancelam-voos-apos-ataques-contra-o-ira
26/10/2024,Mulheres ocupam 28% dos cargos de secretariado no país,POSSIVEL,Indicador único: violência política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/mulheres-ocupam-28-dos-cargos-de-secretariado-em-governos-estaduais
26/10/2024,Governo brasileiro diz ver com preocupação ataque de Israel ao Irã,NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/governo-brasileiro-diz-ver-com-preocupacao-ataque-de-israel-ao-ira
26/10/2024,UFRJ terá Centro Brasil-Brics de Inovação para Neoindustrialização,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/ufrj-tera-centro-brasil-brics-de-inovacao-para-neoindustrializacao
26/10/2024,Caso Marielle: julgamento de Lessa e Élcio será na próxima quarta,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/caso-marielle-julgamento-de-lessa-e-elcio-sera-na-proxima-quarta
26/10/2024,Técnicos medalhistas em Paris têm premiação divulgada pelo CPB,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/tecnicos-medalhistas-em-paris-tem-premiacao-divulgada-pelo-cpb
26/10/2024,Eleições 2024: TSE verifica sistemas para segundo turno,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/eleicoes-2024-tse-verifica-sistemas-para-segundo-turno
26/10/2024,Qualificar ensino fundamental é desafio para o próximo prefeito de BH,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/qualificar-ensino-fundamental-e-desafio-para-o-proximo-prefeito-de-bh
26/10/2024,EBC chega aos 17 anos com missão de fortalecer a democracia,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/ebc-chega-aos-17-anos-com-missao-de-fortalecer-democracia
26/10/2024,Osasco e Fluminense vencem segunda na Superliga Feminina de Vôlei,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/osasco-e-fluminense-vencem-segunda-na-superliga-feminina-de-volei
26/10/2024,Autoridades palestinas denunciam detenção de médicos em hospital,NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/autoridades-palestinas-denunciam-detencao-de-medicos-em-hospital
26/10/2024,Caso Samarco: acordo extingue Fundação Renova e fixa nova governança,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/meio-ambiente/noticia/2024-10/caso-samarco-acordo-extingue-fundacao-renova-e-fixa-nova-governanca
26/10/2024,Grande São Paulo tem mais de 24 mil imóveis sem energia elétrica,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/grande-sao-paulo-tem-mais-de-24-mil-imoveis-sem-energia-eletrica
26/10/2024,Justiça do Rio converte em preventiva prisão de torcedores uruguaios,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/justica-do-rio-converte-em-preventiva-prisao-de-torcedores-uruguaios
26/10/2024,Entenda o cálculo das notas do Enem 2024,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/entenda-o-calculo-das-notas-do-enem-2024
26/10/2024,Seis estados não oferecem voto a presos provisórios,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/seis-estados-nao-oferecem-voto-presos-provisorios-0
26/10/2024,Israel ataca alvos militares no Irã,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/israel-ataca-alvos-militares-no-ira
26/10/2024,Eleições 2024: relembre as regras para o segundo turno da votação,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/eleicoes-2024-relembre-regras-para-o-segundo-turno-da-votacao
26/10/2024,População LGBTQIA+ denuncia mais casos de violência no país,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-10/populacao-lgbtqia-denuncia-mais-casos-de-violencia-no-pais
26/10/2024,Eleições: gestão integrada é desafio para a prefeitura de São Paulo,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/eleicoes-gestao-integrada-e-desafio-para-prefeitura-de-sao-paulo
26/10/2024,Brasil enfrenta Colômbia no início da preparação para Copa de 2027,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/brasil-enfrenta-colombia-no-inicio-da-preparacao-para-copa-de-2027
26/10/2024,Mega-Sena sorteia neste sábado prêmio acumulado em R$ 85 milhões,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/mega-sena-sorteia-neste-sabado-premio-acumulado-em-r-85-milhoes
26/10/2024,Goiás derrota Amazonas e continua vivo na luta pelo acesso,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/goias-derrota-amazonas-e-continua-vivo-na-luta-pelo-acesso
26/10/2024,Defesa Civil de São Paulo confirma quarta morte após temporal,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/defesa-civil-de-sao-paulo-confirma-quarta-morte-apos-temporal
26/10/2024,Lula assina MP que prevê apoio financeiro a produtores rurais gaúchos,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/lula-assina-mp-que-preve-apoio-financeiro-produtores-rurais-gauchos
27/10/2024,Boulos diz que resultado das urnas é sinal de recuperação da esquerda,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/boulos-diz-que-resultado-das-urnas-e-sinal-de-recuperacao-da-esquerda
27/10/2024,Ricardo Nunes agradece vitória após campanha polarizada,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/ricardo-nunes-agradece-vitoria-apos-campanha-polarizada
27/10/2024,Apenas duas mulheres foram eleitas para prefeituras de capitais,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/apenas-2-mulheres-foram-eleitas-para-prefeituras-de-capitais
27/10/2024,Paulistas reelegem cinco prefeitos no 2º turno das eleições municipais,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/paulistas-reelegem-cinco-prefeitos-no-2o-turno-das-eleicoes-municipais
27/10/2024,Fuad Nomam é eleito prefeito de Belo Horizonte,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/fuad-nomam-psd-e-eleito-prefeito-de-belo-horizonte
27/10/2024,Eleição em Petrópolis confirma Hingo Hammes como próximo prefeito,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/eleicao-em-petropolis-confirma-hingo-hammes-como-proximo-prefeito
27/10/2024,"Em Niterói, Rodrigo Neves voltará à prefeitura para 3º mandato",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/em-niteroi-rodrigo-neves-voltara-prefeitura-para-3o-mandato
27/10/2024,Ricardo Nunes é eleito prefeito de São Paulo,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/ricardo-nunes-e-eleito-prefeito-de-sao-paulo
27/10/2024,Evandro Leitão é eleito no segundo turno para prefeitura de Fortaleza,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/evandro-leitao-e-eleito-no-segundo-turno-para-prefeitura-de-fortaleza
27/10/2024,Sandro Mabel é eleito para prefeitura de Goiânia,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/sandro-mabel-e-eleito-para-prefeitura-de-goiania
27/10/2024,Eduardo Pimentel será o novo prefeito de Curitiba,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/eduardo-pimentel-sera-o-novo-prefeito-de-curitiba
27/10/2024,Natal elege Paulinho Freire no segundo turno,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/natal-elege-paulinho-freire-no-segundo-turno
27/10/2024,Centro Integrado divulga registros de ocorrências nas eleições,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/centro-integrado-divulga-registros-de-ocorrencias-nas-eleicoes
27/10/2024,Emília Corrêa é eleita prefeita de Aracaju,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/emilia-correa-pl-e-eleita-prefeita-de-aracaju-se
27/10/2024,Adriane Lopes é reeleita prefeita de Campo Grande,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/adriane-lopes-e-reeleita-prefeita-de-campo-grande
27/10/2024,"Eleições em São Paulo foram tranquilas, diz presidente do TRE",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/eleicoes-em-sao-paulo-foram-tranquilas
27/10/2024,Cicero Lucena vence segundo turno das eleições em João Pessoa,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/cicero-lucena-vence-segundo-turno-das-eleicoes-em-joao-pessoa
27/10/2024,Palmas elege Eduardo Siqueira Campos no segundo turno,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/palmas-elege-eduardo-siqueira-campos-no-segundo-turno
27/10/2024,Léo Moraes vence de virada segundo turno das eleições em Porto Velho,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/leo-moraes-vence-de-virada-segundo-turno-das-eleicoes-em-porto-velho
27/10/2024,Abilio Brunini é eleito prefeito de Cuiabá,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/abilio-brunini-e-eleito-prefeito-de-cuiaba
27/10/2024,David Almeida é reeleito em Manaus,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/david-almeida-e-reeleito-em-manaus
27/10/2024,Igor Normando é eleito prefeito de Belém,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/igor-normando-e-eleito-prefeito-de-belem
27/10/2024,Justiça Eleitoral desconhece orientação de voto do PCC em São Paulo,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/justica-eleitoral-desconhece-orientacao-de-voto-do-pcc-em-sao-paulo
27/10/2024,Domingo de eleições: três candidatos são conduzidos a delegacias,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/domingo-de-eleicoes-tres-candidatos-sao-conduzidos-delegacias
27/10/2024,TRE troca 58 urnas no estado de São Paulo,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/tre-troca-58-urnas-no-estado-de-sao-paulo
27/10/2024,Nova ferramenta promete ajudar empresárias a ampliar negócios,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/nova-ferramenta-promete-ajudar-empresarias-ampliar-negocios
27/10/2024,Ministério Público vai investigar torcidas que agem como facções,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/ministerio-publico-vai-investigar-torcidas-que-agem-como-faccoes
27/10/2024,Ataques israelenses matam pelo menos 45 palestinos em Gaza,NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/ataques-israelenses-matam-pelo-menos-45-palestinos-em-gaza
27/10/2024,Governo espanhol investigará insultos racistas no futebol,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/governo-espanhol-investigara-insultos-racistas-no-futebol
27/10/2024,Cruzeiro lamenta morte de torcedor em emboscada,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/cruzeiro-lamenta-morte-de-torcedor-em-emboscada
27/10/2024,Lucas Pinheiro termina em 4º lugar na Copa do Mundo de esqui alpino,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/lucas-pinheiro-termina-em-4o-lugar-na-copa-do-mundo-de-esqui-alpino
27/10/2024,Presidente do TSE diz que eleição tem “clima de muita tranquilidade”,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/presidente-do-tse-diz-que-eleicao-tem-clima-de-muita-tranquilidade
27/10/2024,Acompanhe a apuração das eleições pela Agência Brasil e veículos EBC,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/agencia-brasil-divulga-apuracao-do-2o-turno-partir-das-17-horas
27/10/2024,"Brasil envia mais 16,8 toneladas de donativos ao Líbano",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/brasil-envia-mais-168-toneladas-de-donativos-ao-libano
27/10/2024,"No primeiro jogo após prata olímpica, Brasil empata com a Colômbia",NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/no-primeiro-jogo-apos-prata-olimpica-brasil-empata-com-colombia
27/10/2024,Governo do Japão pode perder maioria parlamentar nas eleições,NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/governo-do-japao-pode-perder-maioria-parlamentar-nas-eleicoes
27/10/2024,"Ex-presidente da Bolívia, Evo Morales afirma ter sofrido atentado",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/ex-presidente-da-bolivia-evo-morales-afirma-ter-sofrido-atentado
27/10/2024,SP: torcedor morto em briga de torcidas na Fernão Dias tinha 30 anos,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/sp-torcedor-morto-em-briga-de-torcidas-na-fernao-dias-tinha-30-anos
27/10/2024,"Em Niterói, 38 pessoas são conduzidas à delegacia por crime eleitoral",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/em-niteroi-38-pessoas-sao-conduzidas-delegacia-por-crime-eleitoral
27/10/2024,Eleições 2024: mais de 23 mil militares atuam na segurança,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/eleicoes-2024-mais-de-23-mil-militares-atuam-na-seguranca
27/10/2024,"Rio precisa reduzir letalidade policial em 66%, diz Fórum de Segurança",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-10/rio-precisa-reduzir-letalidade-policial-em-66-diz-forum-de-seguranca
27/10/2024,"Mais de 2,72 milhões de uruguaios escolhem novo presidente hoje",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/mais-de-272-milhoes-de-uruguaios-escolhem-novo-presidente-hoje
27/10/2024,Conselho da ONU deve se reunir para discutir ataque de Israel ao Irã,NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/conselho-da-onu-deve-se-reunir-para-discutir-ataque-de-israel-ao-ira
27/10/2024,Eleições no estado de São Paulo ocorrem dentro da normalidade,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/eleicoes-no-estado-de-sao-paulo-ocorrem-dentro-da-normalidade
27/10/2024,Azerbaijão: conheça o país que será centro das negociações climáticas,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/azerbaijao-conheca-o-pais-que-sera-centro-das-negociacoes-climaticas
27/10/2024,Segundo turno das eleições tem chuva e dia nublado em parte do país,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/segundo-turno-das-eleicoes-tem-chuva-e-dia-nublado-em-parte-do-pais
27/10/2024,Apenas duas cidades do estado do Rio têm 2° turno,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/apenas-duas-cidades-do-estado-do-rio-tem-2deg-turno-hoje
27/10/2024,Prédio no Brás em São Paulo pega fogo e corre risco de desabar,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/predio-no-bras-em-sao-paulo-pega-fogo-e-corre-risco-de-desabar
27/10/2024,Morte de Antonio Cicero reacende debate sobre eutanásia,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/morte-de-antonio-cicero-reacende-debate-sobre-eutanasia
27/10/2024,Homem morre após briga entre torcidas do Cruzeiro e do Palmeiras,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/homem-morre-apos-briga-entre-torcidas-do-cruzeiro-e-do-palmeiras
27/10/2024,TRE de São Paulo substitui 19 urnas eletrônicas com problemas,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/tre-de-sao-paulo-substitui-19-urnas-eletronicas-com-problemas
27/10/2024,Embratur capacita Quilombo do Grotão para ser atração internacional,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/embratur-capacita-quilombo-do-grotao-para-ser-atracao-internacional
27/10/2024,Enem 2024: falta uma semana para o primeiro dia de provas,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/educacao/noticia/2024-10/enem-2024-falta-uma-semana-para-o-primeiro-dia-de-provas
27/10/2024,Degradação de florestas na Amazônia bate recorde mensal em setembro,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/meio-ambiente/noticia/2024-10/degradacao-de-florestas-na-amazonia-bate-recorde-mensal-em-setembro
27/10/2024,Mega-Sena acumula e pagará R$ 95 milhões dia 29,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/mega-sena-acumula-e-pagara-r-95-milhoes-dia-29
27/10/2024,"Hoje é Dia: semana tem feriado, Dia das Bruxas, do Saci e campanha",NÃO,"Notícia sobre evento histórico/comemorativo, não instabilidade atual",https://agenciabrasil.ebc.com.br/geral/noticia/2024-10/hoje-e-dia-semana-tem-feriado-dia-das-bruxas-do-saci-e-campanha
27/10/2024,Segundo turno das eleições acontece neste domingo,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/eleitores-voltam-as-urnas-para-o-2o-turno-das-eleicoes-saiba-regras
27/10/2024,Sebastião Melo é reeleito prefeito de Porto Alegre,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/sebastiao-melo-e-reeleito-prefeito-de-porto-alegre
28/10/2024,Lula vai a hospital e retira pontos de corte após queda,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/lula-vai-hospital-e-retira-pontos-de-corte-apos-queda
28/10/2024,CPI recorre de decisão que barrou depoimento de Deolane,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/cpi-recorre-de-decisao-que-barrou-depoimento-de-deolane
28/10/2024,Espanhol Rodri supera Vinicius Júnior e conquista Bola de Ouro,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/espanhol-rodri-supera-vinicius-junior-e-conquista-bola-de-ouro
28/10/2024,Parlamento israelense proíbe agência da ONU de operar no país,NÃO,"Notícia sobre outro país, não instabilidade política brasileira",https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/parlamento-israelense-proibe-agencia-da-onu-de-operar-no-pais
28/10/2024,TSE: abstenção fica perto do total de eleitores ausentes na pandemia,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/justica/noticia/2024-10/tse-abstencao-fica-perto-do-total-de-eleitores-ausentes-na-pandemia
28/10/2024,Servidores públicos defendem melhores salários e condições de trabalho,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/servidores-publicos-defendem-melhores-salarios-e-condicoes-de-trabalho
28/10/2024,Evento sobre audiovisual discute em São Paulo regulação do streaming,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/seminario-sobre-audiovisual-discute-regulamentacao-do-streaming
28/10/2024,"Em tratamento contra o câncer, Eduardo Suplicy agradece apoio",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/politica/noticia/2024-10/em-tratamento-contra-o-cancer-eduardo-suplicy-agradece-apoio
28/10/2024,Vôlei feminino: Mundial de Clubes começa em 17 de dezembro na China,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/volei-feminino-mundial-de-clubes-comeca-em-17-de-dezembro-na-china
28/10/2024,Debate na COP16 chega a impasse sobre como financiar preservação,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/debate-na-cop16-chega-impasse-sobre-como-financiar-preservacao
28/10/2024,Concurso premiará produções audiovisuais sobre importância do esporte,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/concurso-premiara-producoes-audiovisuais-sobre-importancia-do-esporte
28/10/2024,Pix Agendado Recorrente torna-se obrigatório a partir desta segunda,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/pix-agendado-recorrente-passa-ser-obrigatorio-partir-de-agora
28/10/2024,Governo da Bolívia nega ataque ao ex-presidente Evo Morales,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/governo-da-bolivia-nega-ataque-ao-ex-presidente-evo-morales
28/10/2024,"Centro-esquerda cresce no Uruguai, mas vitória no 2º turno é incerta",NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/internacional/noticia/2024-10/centro-esquerda-cresce-no-uruguai-mas-vitoria-no-2o-turno-e-incerta
28/10/2024,Tebet: momento é de cortar gastos em políticas públicas ineficientes,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/tebet-momento-e-de-cortar-gastos-em-politicas-publicas-ineficientes
28/10/2024,Servidor público tem escolaridade superior à do trabalhador privado,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/escolaridade-entre-servidores-publicos-e-superior-aos-do-setor-privado
28/10/2024,Mercadante: eleições mostram satisfação do povo com emprego e renda,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/mercadante-eleicoes-mostram-satisfacao-do-povo-com-emprego-e-renda
28/10/2024,Nova plataforma vai simplificar regulação de investimentos no Brasil,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/nova-plataforma-vai-simplificar-regulacao-de-investimentos-no-brasil
28/10/2024,BNDES e banco dos EUA assinam acordo para investimentos no Brasil,NÃO,Notícia não é sobre política brasileira,https://agenciabrasil.ebc.com.br/economia/noticia/2024-10/bndes-e-banco-dos-eua-assinam-acordo-para-investimentos-no-brasil
28/10/2024,Torcida organizada do Palmeiras nega envolvimento em emboscada,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/torcida-organizada-do-palmeiras-nega-envolvimento-em-emboscada
28/10/2024,Bola de Ouro: Real cancela presença por saber que Vini Jr não vencerá,NÃO,Não foram encontrados indicadores de instabilidade política,https://agenciabrasil.ebc.com.br/esportes/noticia/2024-10/bola-de-ouro-real-cancela-presenca-por-saber-que-vini-jr-nao-vencera
