"Titulo","Data","Link","Categoria","Autoridade","Justificativa","Passagens_Relevantes"
"Discurso do Ministro Mauro Vieira por ocasião da reunião de ministros de Relações Exteriores do G20 – Rio de Janeiro, 21 de fevereiro de 2024","21/02/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-por-ocasiao-da-reuniao-de-ministros-de-relacoes-exteriores-do-g20-2013-rio-de-janeiro-21-de-fevereiro-de-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Prezados colegas,Sem paz e cooperação, será extremamente difícil alcançarmos a prometida mobilização em larga escala dos recursos necessários para enfrentar as ameaças existenciais que enfrentamos, em particular o combate à pobreza e à desigualdade e a proteção do meio ambiente.Não é minimamente razoável que o mundo ul..."
"Discurso do Ministro Mauro Vieira durante a abertura da  5ª Conferência Nacional de Ciência, Tecnologia & Inovação - Brasília, 4 de abril de 2024","04/04/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-durante-a-abertura-da-5a-conferencia-nacional-de-ciencia-tecnologia-inovacao-brasilia-4-de-abril-de-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Estamos observando tendência crescente de politização da questão do desenvolvimento e da comercialização de tecnologias críticas, em especial dos sistemas de comunicação avançados, da inteligência artificial, das tecnologias quânticas e dos semicondutores. | Os avanços tecnológicos atuais abrem possibilidades antes inimagináveis, mas também trazem desafios sérios, como a concentração de riqueza por grandes corporações, violações de direitos trabalhistas e humanos e o fomento ao extremismo. Além disso, enfrentamos riscos como perda de privacidade e viés racista e misógino e... | Iniciativas como o Pacto Global Digital da ONU e as Diretrizes Globais para a Regulamentação de Plataformas Digitais da UNESCO são essenciais para enfrentar esses desafios, garantindo que os benefícios da tecnologia sejam compartilhados por todos e que haja uma participação inclusiva de especialistas de países em desen..."
"Discurso do Ministro Mauro Vieira na abertura do Seminário “Encontros: 200 anos de amizade Brasil-EUA” - Brasília, 28 de maio de 2024","28/05/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-abertura-do-seminario-201cencontros-200-anos-de-amizade-brasil-eua201d-brasilia-28-de-maio-de-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A estabilização macroeconômica do Brasil, nos últimos trinta anos, também permitiu uma transformação na natureza do nosso diálogo. Hoje, autoridades dos nossos dois países discutem fortalecimento da democracia, transformação ecológica e inteligência artificial."
"Intervenção do senhor Ministro de Estado na Audiência Pública da Comissão de Relações Exteriores e de Defesa Nacional da Câmara dos Deputados (CREDN)","19/06/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-do-senhor-ministro-de-estado-na-audiencia-publica-da-comissao-de-relacoes-exteriores-e-de-defesa-nacional-da-camara-dos-deputados-credn","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O encontro do G7 em Apúlia, na Itália, foi importante para alavancar o potencial dos membros do G7 em favor das prioridades de nossa presidência de turno do G20. Esse foi o tom da intervenção do Presidente Lula durante a sessão plenária. À margem, o presidente Lula reuniu-se com o Papa Francisco, que também foi convida..."
"Discurso do Ministro Mauro Vieira no  Seminário “Relações Internacionais, Política Externa e Direitos LGBTQIA+"" - 25/06/2024","25/06/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-no-seminario-201crelacoes-internacionais-politica-externa-e-direitos-lgbtqia-25-06-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A escalada de crises climático-sanitárias, desigualdades socioeconômicas, tensões geopolíticas e conflitos internacionais geram angústia social crescente, potencializada por mídias sociais e inteligência artificial. Nesse contexto, movimentos políticos de apelo ao discurso de ódio a grupos vulneráveis vêm crescendo em ..."
"Discurso do Ministro Mauro Vieira na XXIX Reunião Ordinária do Conselho de Ministros da CPLP - São Tomé, 19/07/2024","19/07/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-xxix-reuniao-ordinaria-do-conselho-de-ministros-da-cplp-sao-tome-19-07-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Temos de estimular que estudantes brasileiros e lusófonos estudem juntos temas contemporâneos essenciais para nosso desenvolvimento – como a inteligência artificial, as novas fontes de energia, o processo de aceleração de partículas e o desenvolvimento de vacinas e medicamentos."
"Discurso do Ministro Mauro Vieira no Seminário Nacional de lançamento do IV Plano Nacional de Enfrentamento ao Tráfico de Pessoas - 30/07/2024","30/07/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-no-seminario-nacional-de-lancamento-do-iv-plano-nacional-de-enfrentamento-ao-trafico-de-pessoas-30-07-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Não poderia deixar de expressar o compromisso do Itamaraty com a proteção dos brasileiros no exterior. Somente em 2023, nossa rede consular atendeu a 206 casos de tráfico de pessoas, repatriando muitas das vítimas para o Brasil. O trabalho para a assistência às vítimas de tráfico de pessoas pela rede consular brasileir..."
"Discurso do Ministro Mauro Vieira na Sessão Plenária da Cúpula do BRICS com países convidados - Kazan, 24 de outubro de 2024","24/10/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-sessao-plenaria-da-cupula-do-brics-com-paises-convidados-kazan-24-de-outubro-de-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Tampouco nos convém a condição de expectadores da evolução da Inteligência Artificial, sem participar de sua regulação, nem ser remunerados pelo uso de nossos dados."
"Discurso do Ministro Antonio de Aguiar Patriota em Debate Aberto do CSNU sobre o papel de organizações regionais e sub-regionais no diálogo para a paz","16/01/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/antonio-de-aguiar-patriota/discurso-do-ministro-antonio-de-aguiar-patriota-em-debate-aberto-do-csnu-sobre-o-papel-de-organizacoes-regionais-e-sub-regionais-no-dialogo-para-a-paz","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A interceptação de comunicações e as ações de espionagem em nossa região, que fazem parte de práticas que atentam contra as soberanias, constituem uma violação dos direitos humanos, em particular do direito à privacidade e do direito à informação de nossos cidadãos e cidadãs.Os Chanceleres dos Estados-Partes do MERCOSU... | Nesse sentido, saúdo a oportuna declaração de 12 de julho passado da Alta Comissária para os Direitos Humanos, Navi Pillay, de que “programas de monitoramento sem mecanismos adequados para garantir o direito à privacidade podem impactar negativamente o gozo dos direitos humanos e liberdades fundamentais”. Pillay citou ..."
"Discurso na abertura da 1ª reunião de Sherpas  do BRICS - Curitiba, 14 de março de 2019","17/01/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/discurso-na-abertura-da-1a-reuniao-de-sherpas-do-brics-curitiba-14-de-marco-de-2019","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Nesta presidência, o Brasil propõe que fortaleçamos o foco do BRICS na área de ciência, tecnologia e inovação. Nosso trabalho deve visar à assistência à consolidação do desenvolvimento tecnológico de todos os cinco países, à atualização de suas indústrias e à garantia de seu papel significativo na quarta revolução indu..."
"Abertura do seminário “Inteligência Artificial e Mudança do Clima – Tecnologia a favor do desenvolvimento sustentável e de uma transição justa”","29/01/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/abertura-do-seminario-201cinteligencia-artificial-e-mudanca-do-clima-2013-tecnologia-a-favor-do-desenvolvimento-sustentavel-e-de-uma-transicao-justa201d","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","É um grande prazer recebê-los neste seminário internacional sobre “Inteligência Artificial e Mudança do Clima”, organizado pelo Ministério das Relações Exteriores, em parceria com o Ministério da Ciência, Tecnologia e Inovação e com a Fundação Alexandre de Gusmão, do Ministério das Relações Exteriores. | Estamos em um momento crítico, que exige grande compromisso e ambição para enfrentar o aquecimento global. A emergência da inteligência artificial, uma das tecnologias mais poderosas da atualidade, se apresenta como uma nova dinâmica, com impactos importantes nesse esforço. | Com este seminário, propomos debater com os demais órgãos de governo, sociedade civil, academia, setor privado e organizações internacionais como a Inteligência Artificial pode ser uma importante aliada no enfrentamento da mudança do clima. Em especial, dadas as suas funções avançadas de predição, otimização e até mesm..."
"Discurso do  Ministro Mauro Vieira por ocasião de outorga do Prêmio Fundação Getúlio Vargas – Rio de Janeiro, 7 de fevereiro de 2025","07/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-ministro-mauro-vieira-outorga-do-premio-fundacao-getulio-vargas-rio-de-janeiro-07-de-fevereiro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Nesta próxima segunda-feira participarei, em Paris, da Cúpula para Ação sobre Inteligência Artificial, em que frisarei a importância, para o Brasil, da proteção das instituições democráticas no ambiente digital. | O Brasil atuará resolutamente para que os parâmetros de governança da inteligência artificial sejam definidos multilateralmente nas Nações Unidas, em um diálogo aberto, equitativo e inclusivo, com respeito às necessidades e prioridades de cada país."
"Palavras do Ministro Mauro Vieira no painel ""Reforçando uma governança de inteligência artificial efetiva, eficiente e inclusiva""","10/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/palavras-do-ministro-mauro-vieira-na-mesa-redonda-sobre-o-estabelecimento-de-uma-governanca-de-inteligencia-artificial-eficiente-e-realmente-inclusiva","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O assunto deste painel é particularmente relevante para o Brasil. A inteligência artificial é disruptiva não apenas devido à nova tecnologia que incorpora, mas também porque seu modelo atual de desenvolvimento permite a privatização de áreas que antes eram domínio dos Estados. | Durante a presidência brasileira do G20 no ano passado, discutimos como a IA pode ajudar a reduzir assimetrias e estreitar a lacuna entre países desenvolvidos e em desenvolvimento, além da integridade da informação e outros desafios críticos. Também lançamos uma iniciativa sobre Integridade da Informação e Mudanças Cli..."
"Discurso do Ministro Mauro Vieira na Segunda Sessão da Reunião de Ministros das Relações Exteriores do G20 – Joanesburgo, 21 de fevereiro de 2025","21/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-segunda-sessao-da-reuniao-de-ministros-das-relacoes-exteriores-do-g20-2013-joanesburgo-21-de-fevereiro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A Declaração de Líderes do Rio de Janeiro reconheceu a necessidade de o G20 aprofundar as discussões sobre “inteligência artificial, governança de dados e inovação”. Também foi acordado o estabelecimento de  uma iniciativa ou força-tarefa de alto nível sobre o tema. | O Brasil valoriza o posicionamento da África do Sul sobre o  tema, que  relaciona inteligência artificial e inovação com desenvolvimento sustentável. “Experiências de vários membros do G20 têm demonstrado que infra-estruturas públicas digitais bem planejadas, e reforçadas pela inteligência artificial, podem ajudar o us... | Dados são fundamentais no desenvolvimento e funcionamento de sistemas de IA, conforme reconhecido na Resolução da ONU sobre IA no ano passado. Todos os países contribuem para a produção de dados e devem ter o direito de se beneficiar da tecnologia advinda deles. Devemos estabelecer uma estrutura global justa e equitati..."
"Discurso do Ministro Mauro Vieira na 1ª Reunião de Sherpas do Brics  - Brasília, 25-26 de fevereiro de 2025","25/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-1a-reuniao-de-sherpas-do-brics-brasilia-25-26-de-fevereiro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, cibersegurança. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Organizaremos nosso trabalho em torno de seis prioridades: cooperação em saúde global; comércio, investimento e finanças; combate à mudança do clima; governança da inteligência artificial; reforma do sistema multilateral de paz e segurança; e desenvolvimento institucional do BRICS. | À medida que navegamos pelas transformações do século XXI, a inteligência artificial apresenta tanto oportunidades imensas quanto riscos profundos. A IA tem o potencial de transformar dramaticamente setores como saúde e educação. No entanto, sem governança adequada, também pode gerar desafios éticos, econômicos e de se... | A governança global de IA deve ser inclusiva e democrática, além de contribuir para o desenvolvimento econômico. Ela não pode ser ditada por um pequeno grupo de atores enquanto o restante do mundo é forçado a se adaptar a regras que não ajudou a estabelecer. Os BRICS devem defender uma abordagem multilateral que garant..."
"Discurso na Cúpula Presidencial do Foro  para o Progresso e Integração da América  do Sul (PROSUL)  - 12/12/2020","25/03/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/discurso-na-cupula-presidencial-do-foro-para-o-progresso-e-integracao-da-america-do-sul-prosul-12-12-2020","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Em sua frase mais conhecida, o pensador espanhol Ramiro de Maeztu disse: “O que é característico da consciência é a inquietação, a vigilância constante, a disposição perene de se defender. Ser é defender-se.” A inquietação não é um acidente do ser, mas sua própria essência. Uma nova integração sul-americana não escapa ..."
"Discurso na abertura da Sessão Plenária da XI UNCTAD - São Paulo, 14 de junho de 2004","16/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/celso-amorim/discurso-na-abertura-da-sessao-plenaria-da-xi-unctad-sao-paulo-14-de-junho-de-2004","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A XI UNCTAD tem como tema central a maior coerência entre os processos econômicos globais e as estratégias nacionais de desenvolvimento. Nos últimos anos, temos testemunhado um descompasso entre discursos e defesa de políticas públicas, entre os que pregam liberalização comercial e, ao mesmo tempo, fazem uso do proteci..."
"Intervenção do Ministro Mauro Vieira na Comissão de Relações Exteriores e Defesa Nacional do Senado Federal  - Brasília, 20 de maio de 2025","20/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-na-comissao-de-relacoes-exteriores-e-defesa-nacional-do-senado-federal-brasilia-20-de-maio-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","No âmbito dessas prioridades, estamos concentrando a atenção política do grupo em seis áreas centrais: Cooperação em Saúde; Comércio, Investimentos e Finanças; Mudança Climática; Governança da Inteligência Artificial; Arquitetura Multilateral de Paz e Segurança; e Desenvolvimento Institucional do BRICS."
"Intervenção do Ministro de Estado no encerramento do II Diálogo Brasil-África sobre Segurança Alimentar, Combate à Fome e Desenvolvimento Rural","22/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-do-ministro-de-estado-no-encerramento-do-ii-dialogo-brasil-africa-sobre-seguranca-alimentar-combate-a-fome-e-desenvolvimento-rural","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","No seminário de hoje, debatemos desafios cruciais e caminhos possíveis para enfrentá-los, com destaque para temas como a resiliência climática, o fortalecimento da agricultura familiar, a inovação tecnológica, o acesso ao financiamento e o papel catalisador da Aliança Global Contra a Fome e a Pobreza, projeto pessoal d..."
"Palestra no seminário internacional organizado pela Comissão Européia e pelo Instituto Nacional da Propriedade Intelectual (INPI) - Manaus, 10/9/2001","23/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/celso-lafer/palestra-no-seminario-internacional-organizado-pela-comissao-europeia-e-pelo-instituto-nacional-da-propriedade-intelectual-inpi-manaus-10-9-2001","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Para sua própria sobrevivência, é necessário que o regime internacional de proteção à propriedade intelectual seja percebido como justo por todos os países, e não como um mecanismo redistributivo em favor dos países mais ricos do planeta. O Acordo de TRIPS contém vários dispositivos que reconhecem os interesses dos paí..."
"Discurso na XXIII reunião de consulta dos Ministros das Relações Exteriores da OEA  - Washington, 21 de setembro de 2001","23/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/celso-lafer/discurso-na-xxiii-reuniao-de-consulta-dos-ministros-das-relacoes-exteriores-da-oea-washington-21-de-setembro-de-2001","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Estamos reiterando sua forte dimensão simbólica e reafirmando o sentido de compreensão partilhada do desafio que temos diante de nós. Senhores Ministros, Embora de forma perversa e doentia, os autores dos ataques da semana passada parecem haver compreendido o sentido das transformações que o progresso tecnológico troux..."
"Intervenção do Ministro Mauro Vieira em audiência pública na Comissão de Relações Exteriores e de Defesa Nacional da Câmara dos Deputados (CREDN)","28/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-do-ministro-mauro-vieira-em-audiencia-publica-na-comissao-de-relacoes-exteriores-e-de-defesa-nacional-da-camara-dos-deputados-credn","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","No âmbito dessas prioridades, estamos concentrando a atenção política do grupo em seis áreas centrais: Cooperação em Saúde; Comércio, Investimentos e Finanças; Mudança Climática; Governança da Inteligência Artificial; Arquitetura Multilateral de Paz e Segurança; e Desenvolvimento Institucional do BRICS."
"Discurso do Ministro Mauro Vieira na reunião do Conselho Ministerial da Organização para a Cooperação e Desenvolvimento Econômico (OCDE)","03/06/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-reuniao-do-conselho-ministerial-da-organizacao-para-a-cooperacao-e-desenvolvimento-economico-ocde","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Oportunidades estratégicas estão surgindo em áreas como a transição energética e a transformação digital. O Brasil está ativamente buscando parceiros com os quais possa explorar novos caminhos para a inovação e a produção."
"Discurso do Ministro Mauro Vieira na reunião do Conselho Ministerial da Organização para a Cooperação e Desenvolvimento Econômico (OCDE) - 4/6/2025","04/06/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-reuniao-do-conselho-ministerial-da-organizacao-para-a-cooperacao-e-desenvolvimento-economico-ocde-4-6-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O Brasil está atualmente implementando uma nova estratégia de desenvolvimento produtivo, chamada “Nova Indústria Brasil”, com forte ênfase na transformação digital e verde. Nesse contexto, reafirmamos nossa convicção quanto ao papel do investimento como vetor de transformação produtiva — e não meramente como um fluxo f..."
"Discurso na abertura da III Reunião de Ministros das Relações Exteriores do BRICS -  Rio de Janeiro , 26/07/2019","26/07/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/discurso-na-abertura-da-iii-reuniao-de-ministros-das-relacoes-exteriores-do-brics-rio-de-janeiro-26-07-2019","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Aqui no BRICS, como em todo lugar, o Brasil defende uma cooperação internacional que seja, ao mesmo tempo, soberana e construtiva. Precisamos discutir os grandes temas internacionais e regionais e, ao mesmo tempo, precisamos, também, gerar resultados práticos para os nossos povos e para as nossas sociedades. A questão ..."
"Intervenção do Ministro Mauro Vieira na Reunião de Chanceleres do BRICS, à margem do Debate Geral da 80ª AGNU - Nova York, 26 setembro de 2025","26/09/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-do-ministro-mauro-vieira-na-reuniao-de-chanceleres-do-brics-a-margem-do-debate-geral-da-80a-agnu-nova-york-26-setembro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Effective multilateralism must have the United Nations at its center. But for the UN to meet the challenges of our time, it must be reformed. Brazil advocates for a comprehensive and ambitious reform of the Organization and its Charter, in accordance with its Article 109. The UN of 1945 is simply not fit for the purpos..."
