"Titulo","Link","Data","Nota_Escala","Descricao_Nota","Justificativa","Passagens_Relevantes"
"VII Cúpula do BRICS – Declaração de Ufá – Ufá, Rússia, 9 de julho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/vii-cupula-do-brics-declaracao-de-ufa-ufa-russia-9-de-julho-de-2015","09/07/2015","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""3. Visando à consolidação de nosso crescente engajamento com outros países, em particular países em desenvolvimento e economias emergentes de mercado, bem como ""","3. Visando à consolidação de nosso crescente engajamento com outros países, em particular países em desenvolvimento e economias emergentes de mercado, bem como com instituições internacionais e regionais, realizaremos uma reunião com os Chefes de Estado e de Governo dos países da União Econômica Eur... | 4. Em nosso encontro, enfatizamos que o ano de 2015 marca o 70º Aniversário da Fundação das Nações Unidas. Reafirmamos nosso forte compromisso com as Nações Unidas, enquanto organização universal multilateral incumbida do mandato de ajudar a comunidade internacional a preservar a paz e a segurança i... | 10. Reafirmamos a intenção de fortalecer o princípio da cooperação equitativa e mutuamente respeitosa dos Estados soberanos como a pedra angular das atividades internacionais para promover e proteger os direitos humanos. Continuaremos a tratar todos os direitos humanos – civis, políticos, econômicos..."
"Comunicado Conjunto das Presidentas e dos Presidentes dos Estados Partes do MERCOSUL – Brasília, 17 de julho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-das-presidentas-e-dos-presidentes-dos-estados-partes-do-mercosul-brasilia-17-de-julho-de-2015","18/07/2015","2","Predominantemente Soberanista - Foco principal na soberania e direitos, com alguma abertura para inovação","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""A Presidenta da República Argentina, Cristina Fernández de Kirchner; o Presidente do Estado Plurinacional da Bolívia, Evo Morales Ayma; a Presidenta da Repúblic""","A Presidenta da República Argentina, Cristina Fernández de Kirchner; o Presidente do Estado Plurinacional da Bolívia, Evo Morales Ayma; a Presidenta da República Federativa do Brasil, Dilma Rousseff; o Presidente da República do Paraguai, Horacio Cartes Jara; o Presidente da República Oriental do Ur... | 3. Reiteraram seu firme compromisso com o MERCOSUL, destacando que seus objetivos devem favorecer o aprofundamento da integração, o desenvolvimento dos povos, a consolidação da democracia e o respeito pelos direitos humanos. | 20. Celebraram avanços alcançados no processo de implementação do Certificado de Origem Digital (COD), em curso na região, e destacaram a importância da cooperação bilateral e do intercâmbio de experiências no âmbito da ALADI para que o COD e a interoperabilidade dos sistemas de certificação eletrôn..."
"Visita ao Brasil do Secretário Especial para a América Latina e Assuntos Consulares, Passaporte e Vistos da Índia – Comunicado Conjunto – Brasília, 20 e 21 de julho de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-secretario-especial-para-a-america-latina-e-assuntos-consulares-passaporte-e-vistos-da-india-comunicado-conjunto-brasilia-20-e-21-de-julho-de-2015","21/07/2015","2","Predominantemente Soberanista - Foco principal na soberania e direitos, com alguma abertura para inovação","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""No dia 20 de julho de 2015, teve lugar, em Brasília, reunião bilateral entre o Subsecretário-Geral de Política II, Embaixador José Alfredo Graça Lima, e sua con""","No dia 20 de julho de 2015, teve lugar, em Brasília, reunião bilateral entre o Subsecretário-Geral de Política II, Embaixador José Alfredo Graça Lima, e sua contraparte indiana, R. Swaminathan, Secretário Especial para a América Latina e Assuntos Consulares, Passaporte e Vistos. Os dois lados discut... | Bilateral talks were held in Brasilia on 20th July between H.E Mr. José Alfredo Graça Lima, Under Secretary General Political II, and his Indian counterpart H.E Mr. R Swaminathan, Secretary General for the Americas as well as Consular, Passport and Visa. The two sides discussed the entire gamut of r..."
"Comunicado Conjunto por ocasião das Primeiras Consultas Intergovernamentais de Alto Nível Brasil-Alemanha – Brasília, 20 de agosto de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-por-ocasiao-das-primeiras-consultas-intergovernamentais-de-alto-nivel-brasil-alemanha-brasilia-20-de-agosto-de-2015","20/08/2015","3","Modelo Misto - Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre a proteção da soberania/direitos e o desenvolvimento/abertura para inovação (modelo misto). O posicionamento evidencia-se em trechos como: ""O estabelecimento de um mecanismo periódico de consultas de alto nível eleva as relações entre Brasil e Alemanha, parceiros estratégicos desde 2002, a novo pata""","O estabelecimento de um mecanismo periódico de consultas de alto nível eleva as relações entre Brasil e Alemanha, parceiros estratégicos desde 2002, a novo patamar. Reforça os tradicionais laços entre os dois países e ressalta a determinação em fortalecer e diversificar a Parceria Estratégica bilate... | O fortalecimento do diálogo político é consequência natural dos tradicionais vínculos entre os dois países, caracterizados por fluxos de comércio e investimentos importantes e um relacionamento multifacetado. Recentes investimentos alemães nos setores automotivo e químico no Brasil são exemplos rece... | As Chefes de Governo sublinharam seu compromisso com a promoção de uma ordem internacional baseada no estado de direito, no multilateralismo e na diplomacia. Ressaltaram, igualmente, a necessidade de se enfrentarem as raízes dos conflitos e das ameaças à segurança e à paz internacionais, por meio de..."
"Visita ao Brasil de Sua Alteza Real o Príncipe Herdeiro da Noruega – Brasília, 16 de novembro de 2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-de-sua-alteza-real-o-principe-herdeiro-da-noruega-brasilia-16-de-novembro-de-2015","13/11/2015","4","Predominantemente Liberal - Foco principal na inovação e abertura de mercado, com alguma regulação estatal","A nota enfatiza inovação, abertura de mercado ou autorregulação, aproximando-se do polo de baixa intervenção estatal. O posicionamento evidencia-se em trechos como: ""O Príncipe Herdeiro Haakon, da Noruega, realizará visita ao Brasil no período de 14 a 19 de novembro, acompanhado da Ministra de Comércio, Indústria e Pesca e d""","O Príncipe Herdeiro Haakon, da Noruega, realizará visita ao Brasil no período de 14 a 19 de novembro, acompanhado da Ministra de Comércio, Indústria e Pesca e dos Vice-Ministros dos Negócios Estrangeiros, de Petróleo e Energia, de Clima e Meio Ambiente e de Educação e Pesquisa. | Em Brasília, no dia 16, o Príncipe Herdeiro será recebido pelo Presidente da República em exercício, Michel Temer. Estão também previstos evento na CNI e encontro com estudantes do programa Ciência sem Fronteiras. A Ministra do Comércio e os Vice-Ministros manterão reuniões de trabalho com seus homó... | A Noruega é parceiro econômico-comercial de importância crescente. Em 2014, o volume de comércio alcançou US$ 1,8 bilhão (crescimento de 15% na comparação com 2008). Mais de cem empresas norueguesas atuam no Brasil, principalmente nos setores de petróleo e gás e de construção naval. Na última década..."
"XII Reunião de Ministros das Relações Exteriores dos Países Membros da OTCA - El Coca, Equador, 3 de maio de 2013 – Declaração de El Coca – texto integral [Espanhol]","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xii-reuniao-de-ministros-das-relacoes-exteriores-dos-paises-membros-da-otca-el-coca-equador-3-de-maio-de-2013-declaracao-de-el-coca-texto-integral-espanhol","20/05/2016","3","Modelo Misto - Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre a proteção da soberania/direitos e o desenvolvimento/abertura para inovação (modelo misto). O posicionamento evidencia-se em trechos como: ""24. Destacar la priorización del Perfil de Proyecto para la Gestión, Monitoreo y Control de Especies de Fauna y Flora Silvestre Amenazadas por el Comercio, para""","24. Destacar la priorización del Perfil de Proyecto para la Gestión, Monitoreo y Control de Especies de Fauna y Flora Silvestre Amenazadas por el Comercio, para ser ejecutado con recursos de cooperación financiera no reembolsable. Asimismo, saludar el acuerdo alcanzado para la ejecución de una nueva..."
"V Cúpula do Fórum de Diálogo Índia, Brasil e África do Sul (IBAS) – Declaração de Tshwane – 18/10/2011","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/v-cupula-do-forum-de-dialogo-india-brasil-e-africa-do-sul-ibas-declaracao-de-tshwane-18-10-2011","30/05/2016","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""1. Os Líderes notaram que o Fórum de Diálogo da Índia-Brasil-África do Sul (IBAS) reúne três grandes sociedades pluralistas, multiculturais e multi-raciais de t""","1. Os Líderes notaram que o Fórum de Diálogo da Índia-Brasil-África do Sul (IBAS) reúne três grandes sociedades pluralistas, multiculturais e multi-raciais de três continentes, i.e., Ásia, América do Sul e África, como um agrupamento puramente Sul-Sul de países com ideais compartilhados e comprometi... | Reforma da Governança Global | 12. Os Líderes enfatizaram a importância da agenda de desenvolvimento do G20, com seu foco na contribuição ao crescimento sustentável em países em desenvolvimento, especialmente em países de baixa renda. Eles se comprometeram a trabalhar conjuntamente para a integração contínua da agenda de desenvol..."
"Discurso do Ministro José Serra durante a Reunião Ministerial da Organização Mundial de Comércio (OMC) – Paris, 2 de junho de 2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-jose-serra-durante-a-sessao-reforcando-a-contribuicao-do-comercio-e-do-investimento-para-o-crescimento-inclusivo-da-reuniao-do-conselho-ministerial-da-ocde-paris-2-de-junho-de-2016","02/06/2016","4","Predominantemente Liberal - Foco principal na inovação e abertura de mercado, com alguma regulação estatal","A nota enfatiza inovação, abertura de mercado ou autorregulação, aproximando-se do polo de baixa intervenção estatal. O posicionamento evidencia-se em trechos como: ""É com grande prazer que aproveito esta oportunidade para trocar alguns pontos de vista com vocês sobre a situação do comércio internacional e sobre os rumos da ""","É com grande prazer que aproveito esta oportunidade para trocar alguns pontos de vista com vocês sobre a situação do comércio internacional e sobre os rumos da OMC daqui em diante. | Como é conhecido, o Brasil está enfrentando uma situação econômica difícil, principalmente devido a causas internas e políticas. O novo governo está tomando as medidas necessárias para corrigir os desequilíbrios macroeconômicos e criar condições para o crescimento. Nesse processo, o comércio interna... | Após a crise de 2008/9, o Brasil contribuiu durante anos para a demanda global, por meio de um déficit moderado em conta corrente, embora com base em uma taxa de câmbio sobrevalorizada. É importante que nossos parceiros agora permaneçam abertos ao comércio e, como recomendado pelo FMI, que economias..."
"Comunicado dos Líderes do G20 – Cúpula de Hangzhou – 4-5 de setembro de 2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-dos-lideres-do-g20-cupula-de-hangzhou-4-5-de-setembro-de-2016","08/09/2016","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""2. Nós nos reunimos em período em que a recuperação econômica global está progredindo, a resiliência se fortalece em algumas economias e novas fontes de crescim""","2. Nós nos reunimos em período em que a recuperação econômica global está progredindo, a resiliência se fortalece em algumas economias e novas fontes de crescimento estão surgindo. Porém, o crescimento é mais fraco do que o desejável. Os riscos negativos persistem devido a potencial volatilidade no ... | - Abertura. Intensificaremos nosso trabalho para construir uma economia mundial aberta, rejeitar o protecionismo, promover o comércio e o investimento globais, inclusive mediante o fortalecimento ainda maior do sistema multilateral de comércio, e assegurar amplas oportunidades por meio do apoio públ... | 7. Nosso crescimento deve ser sustentado por políticas bem elaboradas e coordenadas. Estamos determinados a usar todos os instrumentos de políticas – monetárias, fiscais e estruturais – individual e coletivamente para alcançar nosso objetivo de crescimento forte, sustentável, equilibrado e inclusivo..."
"Visita do Presidente da República ao Paraguai - Assunção, 3 de outubro de 2016 - Ato Assinado","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-ao-paraguai-ato-assinado","04/10/2016","3","Modelo Misto - Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre a proteção da soberania/direitos e o desenvolvimento/abertura para inovação (modelo misto). O posicionamento evidencia-se em trechos como: ""MEMORANDO DE ENTENDIMENTO ENTRE O GOVERNO DA REPÚBLICA FEDERATIVA DO BRASIL E O GOVERNO DA REPÚBLICA DO PARAGUAI PARA A IMPLEMENTAÇÃO DO PROJETO “FORTALECIMENTO""","MEMORANDO DE ENTENDIMENTO ENTRE O GOVERNO DA REPÚBLICA FEDERATIVA DO BRASIL E O GOVERNO DA REPÚBLICA DO PARAGUAI PARA A IMPLEMENTAÇÃO DO PROJETO “FORTALECIMENTO DA CONECTIVIDADE”   O Governo da República Federativa do Brasil  e O Governo da República do Paraguai  (doravante referidos como “Partes”);..."
"Visita do Presidente da República à Índia – Goa, 17 de outubro de 2016 – Comunicado Conjunto Brasil-Índia","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-a-india-goa-17-de-outubro-de-2016-comunicado-conjunto-brasil-india","17/10/2016","2","Predominantemente Soberanista - Foco principal na soberania e direitos, com alguma abertura para inovação","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""1. O presidente da República Federativa do Brasil, Michel Temer, realizou visita à República da Índia, em 17 de outubro de 2016, a convite do primeiro-ministro ""","1. O presidente da República Federativa do Brasil, Michel Temer, realizou visita à República da Índia, em 17 de outubro de 2016, a convite do primeiro-ministro da Índia, Narendra Modi. O presidente Temer foi acompanhado pelo ministro das Relações Exteriores, José Serra, pelo ministro da Agricultura,... | 6.  Os mandatários reconheceram os passos positivos dados pela Assembleia Geral rumo a um processo mais transparente e inclusivo de seleção do próximo secretário-geral das Nações Unidas, e admitiram a necessidade de novas medidas nesse sentido. Expressaram confiança em que António Guterres, recém-el... | 9. Os dois lados chegaram a entendimento para diversificar a pauta de comércio bilateral. Expressaram satisfação pelo progresso alcançado durante a IV Reunião do Mecanismo de Monitoramento do Comércio (MMC), realizada em Brasília, no dia 30 de setembro de 2016, e durante a III Reunião do Comitê de A..."
"Declaração conjunta do presidente da República Federativa do Brasil e do primeiro-ministro da República Portuguesa por ocasião da XII Cimeira Brasil-Portugal","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-presidente-da-republica-federativa-do-brasil-e-do-primeiro-ministro-da-republica-portuguesa-por-ocasiao-da-xii-cimeira-brasil-portugal","01/11/2016","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""4. Neste contexto, os dois mandatários congratularam-se pela realização recente das reuniões da Comissão Permanente Bilateral e das subcomissões de Assuntos Con""","4. Neste contexto, os dois mandatários congratularam-se pela realização recente das reuniões da Comissão Permanente Bilateral e das subcomissões de Assuntos Consulares e Circulação de Pessoas; de Educação, Cultura, Comunicação Social, Juventude e Desporto; de Reconhecimento de Graus e Títulos Acadêm... | 14. No plano multilateral, reconheceram a importância da coordenação bilateral em agricultura e temas sanitários e fitossanitários (SPS), com vistas a que as legislações nacionais e comunitárias não venham a constituir barreiras injustificadas à expansão do comércio agrícola entre o Brasil e a União... | 17. Em relação às negociações Mercosul-UE, os dois mandatários coincidiram sobre a necessidade de um capítulo SPS que estabeleça meios para a resolução expedita de pendências bilaterais e mecanismos que impeçam a utilização de medidas SPS como obstáculos injustificados ao comércio agrícola."
"Direito à privacidade na era digital","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/direito-a-privacidade-na-era-digital","24/03/2017","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""No marco da 34ª sessão do Conselho de Direitos Humanos das Nações Unidas (CDH), foi aprovada, por consenso, a resolução sobre o direito à privacidade na era dig""","No marco da 34ª sessão do Conselho de Direitos Humanos das Nações Unidas (CDH), foi aprovada, por consenso, a resolução sobre o direito à privacidade na era digital, projeto apresentado pelo Brasil, em conjunto com Alemanha, Áustria, Liechtenstein, México e Suíça. | A resolução, que já conta com o copatrocínio de 68 países de diferentes regiões, reafirma o direito à privacidade conforme previsto na Declaração Universal de Direitos Humanos e no Pacto Internacional de Direitos Civis e Políticos."
"Declaração conjunta aprovada por ocasião da VI Cúpula Brasil–União Europeia - Brasília, 24 de janeiro de 2013","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-aprovada-por-ocasiao-da-vi-cupula-brasil-uniao-europeia-brasilia-24-de-janeiro-de-2013","01/06/2017","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""A VI Cúpula Brasil-União Europeia foi realizada em 24 de janeiro de 2013, em Brasília. A República Federativa do Brasil foi representada por sua Presidenta, Dil""","A VI Cúpula Brasil-União Europeia foi realizada em 24 de janeiro de 2013, em Brasília. A República Federativa do Brasil foi representada por sua Presidenta, Dilma Rousseff, que se fez acompanhar do Ministro das Relações Exteriores, Embaixador Antonio de Aguiar Patriota, do Ministro da Fazenda, Guido... | 2. Os valores e princípios compartilhados, nos quais se apoia a Parceria Estratégica Brasil-EU, viram-se mais uma vez refletida no firme compromisso dos líderes com os princípios da democracia e do Estado de Direito, o respeito aos direitos humanos e liberdades fundamentais, a promoção do desenvolvi... | 4. Registraram, com satisfação, os números expressivos dos fluxos de comércio e de investimentos bilaterais. Nesse contexto, congratularam-se pela manutenção da posição da União Europeia como principal parceiro comercial do Brasil e maior investidor no País, bem como pela expansão continuada dos inv..."
"Declaração dos Lideres do G20 – Moldando um Mundo Interconectado","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-g20-moldando-um-mundo-interconectado","08/07/2017","2","Predominantemente Soberanista - Foco principal na soberania e direitos, com alguma abertura para inovação","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""PreâmbuloNós, os Líderes do G20, reunimo-nos em Hamburgo, Alemanha, de 7 a 8 de julho de 2017, para tratar dos grandes desafios econômicos globais e contribuir ""","PreâmbuloNós, os Líderes do G20, reunimo-nos em Hamburgo, Alemanha, de 7 a 8 de julho de 2017, para tratar dos grandes desafios econômicos globais e contribuir para a prosperidade e o bem-estar.Superar os desafios de nossa era e moldar um mundo interconectado é o objetivo comum do G20, o principal f..."
"Declaração de Hamburgo dos Líderes do G20 sobre a Luta contra o Terrorismo","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-hamburgo-dos-lideres-do-g20-sobre-a-luta-contra-o-terrorismo","08/07/2017","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""2. Reafirmamos que todas as medidas de combate ao terrorismo devem ser implementadas de acordo com a Carta das Nações Unidas e todas as obrigações advindas do d""","2. Reafirmamos que todas as medidas de combate ao terrorismo devem ser implementadas de acordo com a Carta das Nações Unidas e todas as obrigações advindas do direito internacional, inclusive o arcabouço legislativo internacional em matéria de direitos humanos. Implementação de compromissos internac... | 12. Acolhemos as reformas acordadas pela Plenária do GAFI, em junho, e apoiamos o trabalho em andamento para fortalecer a governança do GAFI. Acolhemos, igualmente, a intenção do GAFI de explorar sua transformação em pessoa jurídica, em reconhecimento de que o GAFI evoluiu de fórum temporário para u... | 20. Trabalharemos com o setor privado, em particular com prestadores de serviços de comunicação e administradores de aplicativos relevantes, para combater a exploração da internet e das mídias sociais para fins terroristas, como propaganda, financiamento e planejamento de atos terroristas, incitação..."
"Documentos finais da XXII Reunião Ordinária do Conselho de Ministros da Comunidade dos Países de Língua Portuguesa – Brasília, 20 de julho de 2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-finais-da-xxii-reuniao-ordinaria-do-conselho-de-ministros-da-comunidade-dos-paises-de-lingua-portuguesa-brasilia-em-20-de-julho-de-2017","20/07/2017","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""xiii) Os Ministros reiteraram o pleno respeito pela autonomia da Guiné-Bissau para conduzir sua política interna, livre de interferências exógenas, bem como a r""","xiii) Os Ministros reiteraram o pleno respeito pela autonomia da Guiné-Bissau para conduzir sua política interna, livre de interferências exógenas, bem como a responsabilidade primária dos atores políticos bissau-guineenses na superação do impasse político. | Nesse sentido, tomaram nota da decisão da XXXIV Reuniões de Pontos Focais de Cooperação da CPLP de realizar seminário sobre a governança e gestão da cooperação na CPLP, etapa final do processo de reflexão em curso, com vistas ao aprimoramento da atuação do órgão como assessor das instâncias da Comun... | ix) Reafirmaram o seu compromisso com a defesa e a promoção dos direitos humanos, enquanto pilares da dignidade humana e do bem-estar das populações dos Estados-Membros da CPLP, objetivo central de todos os esforços de cooperação intracomunitária. Nesse sentido, destacaram a importância de aprofunda..."
"V Cúpula Brasil-União Europeia – Declaração Conjunta e Plano de Ação Conjunta – Bruxelas, 4 outubro de 2011","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/v-cupula-brasil-uniao-europeia-declaracao-conjunta-bruxelas-4-outubro-de-2011","04/08/2017","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""A V Cúpula Brasil-União Europeia foi realizada em Bruxelas em 4 de outubro de 2011. A República Federativa do Brasil foi representada pela Presidenta, Senhora D""","A V Cúpula Brasil-União Europeia foi realizada em Bruxelas em 4 de outubro de 2011. A República Federativa do Brasil foi representada pela Presidenta, Senhora Dilma Rousseff, acompanhada pelo Ministro das Relações Exteriores, Embaixador Antonio de Aguiar Patriota, pela Ministra da Cultura, Senhora A... | Os Líderes reafirmaram os valores e princípios compartilhados pelo Brasil e pela UE que encontram expressão em sua Parceria Estratégica, destacando seu compromisso com a promoção da paz e da segurança internacional, o fortalecimento da democracia e do primado do direito, o respeito aos direitos huma... | Eles concordaram em que o Brasil e a UE aprofundarão ainda mais o diálogo político com vistas a gerar maior convergência de posições sobre os principais desafios globais e nas grandes conferências e Cúpulas internacionais. O Brasil e a UE também buscarão aprimorar o diálogo sobre direitos humanos e ..."
"IX Cúpula do BRICS – Declaração de Xiamen – Xiamen, China, 4 de setembro de 2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/nona-cupula-do-brics-declaracao-de-xiamen-xiamen-china-4-de-setembro-de-2017","04/09/2017","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""2. Reiteramos que o nosso desejo de paz, segurança, desenvolvimento e cooperação é o objetivo central que nos uniu há 10 anos. Desde então, os países do BRICS p""","2. Reiteramos que o nosso desejo de paz, segurança, desenvolvimento e cooperação é o objetivo central que nos uniu há 10 anos. Desde então, os países do BRICS percorreram juntos uma jornada notável em seus respectivos caminhos de desenvolvimento adaptados às suas circunstâncias nacionais, dedicados ... | 3. Desde 2006, nossa cooperação tem fomentado o espírito BRICS - caracterizado por respeito mútuo e compreensão, igualdade, solidariedade, abertura, inclusão e cooperação mutuamente benéfica -, que é nosso valioso ativo e fonte de força inesgotável para a cooperação BRICS. Nós temos demonstrado resp... | -- Estimularemos nossa cooperação prática para impulsionar o desenvolvimento dos países do BRICS. Promoveremos, inter alia, o intercâmbio de boas práticas e experiências em desenvolvimento e facilitaremos as interrelações de mercado, bem como a infraestrutura e a integração financeira, para alcançar..."
"Visita do Ministro Aloysio Nunes Ferreira à Itália – Comunicado Conjunto","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-aloysio-nunes-ferreira-a-italia-comunicado-conjunto","13/11/2017","1","Soberania Digital - Soberania do Estado, garantias democráticas, direitos fundamentais, multilateralismo, multissetorialismo","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O posicionamento evidencia-se em trechos como: ""3. Do encontro, emergiu um interesse pelos respectivos contextos regionais assim como uma forte convergência de visões a respeito dos temas da agenda global mul""","3. Do encontro, emergiu um interesse pelos respectivos contextos regionais assim como uma forte convergência de visões a respeito dos temas da agenda global multilateral, sobre os quais ambos os países tencionam aumentar o diálogo e a coordenação em vista, em particular, da presença da Itália no Con... | 4. Entre outros temas, comprometeram-se a intensificar a coordenação em matéria de desenvolvimento sustentável, mudança do clima, direitos humanos, migrações, igualdade de gênero, combate ao terrorismo e construção da paz. | 7. Os dois chanceleres conversaram sobre temas regionais europeus e latino-americanos. Nesse contexto, reafirmaram a importância da Parceria Estratégica Brasil-União Europeia, de 2007, e recordaram seu compromisso com o respeito aos direitos humanos, aos princípios democráticos e ao primado do direi..."
"Atos assinados por ocasião da visita do Presidente do Estado Plurinacional da Bolívia, Evo Morales","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-do-presidente-do-estado-plurinacional-da-bolivia-evo-morales","05/12/2017","3","Modelo Misto - Equilíbrio entre soberania/direitos e desenvolvimento/inovação (não puramente mercantil)","A nota apresenta equilíbrio entre a proteção da soberania/direitos e o desenvolvimento/abertura para inovação (modelo misto). O posicionamento evidencia-se em trechos como: ""Considerando a Declaração Conjunta da Cúpula de Chefes de Estado e de Estados Associados do MERCOSUL, aprovada durante a Reunião Ordinária do Conselho do Mercad""","Considerando a Declaração Conjunta da Cúpula de Chefes de Estado e de Estados Associados do MERCOSUL, aprovada durante a Reunião Ordinária do Conselho do Mercado Comum, realizada em 21 de julho de 2017;"
"Acordo entre a República Federativa do Brasil e o estado de Israel de Previdência Social – 27 de fevereiro de 2018","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/acordo-entre-a-republica-federativa-do-brasil-e-o-estado-de-israel-de-previdencia-social-27-de-fevereiro-de-2018","27/02/2018","2","Predominantemente Soberanista - Foco principal na soberania e direitos, com alguma abertura para inovação","A nota orienta-se pela defesa da soberania digital, de direitos e/ou do multilateralismo, aproximando-se do polo soberanista da escala. O conjunto da nota sustenta essa caracterização.",""
