titulo;data;link;classificacao;motivo;trecho
"Declaração Conjunta do BRICS sobre o tema: “Fortalecer a Solidariedade e a Cooperação do BRICS; Responder às novas Características e Desafios da Situação Internacional”";19/05/2022;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-brics-sobre-o-tema-201cfortalecer-a-solidariedade-e-a-cooperacao-do-brics-responder-as-novas-caracteristicas-e-desafios-da-situacao-internacional201d;Relevante;;
Declaração de Pequim da XIV Cúpula do BRICS;24/06/2022;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-pequim-da-xiv-cupula-do-brics;Relevante;;
Declaração Conjunta sobre Cooperação em Cadeias de Suprimentos Globais;21/07/2022;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-sobre-cooperacao-em-cadeias-de-suprimentos-globais;Relevante;;
Nota conjunta do Ministério das Relações Exteriores, da Casa Civil, do Ministério da Economia, da Secretaria-Geral da Presidência e da Secretaria de Governo - Conselho Brasil-OCDE;06/10/2022;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/nota-conjunta-do-ministerio-das-relacoes-exteriores-da-casa-civil-do-ministerio-da-economia-da-secretaria-geral-da-presidencia-e-da-secretaria-de-governo-conselho-brasil-ocde;Relevante;;
G20 Bali Leaders’ Declaration – Bali, Indonésia – 15 e 16 de novembro de 2022;17/11/2022;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/g20-bali-leaders2019-declaration-bali-indonesia-15-e-16-de-novembro-de-2022;Relevante;;
Atos assinados por ocasião da viagem do senhor Presidente da República à República Argentina - Buenos Aires, 23 de janeiro de 2023;23/01/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-viagem-do-senhor-presidente-da-republica-a-republica-argentina-buenos-aires-23-de-janeiro-de-2023;Relevante;;
Declaração Conjunta entre a República Federativa do Brasil e a República Popular da China sobre o Aprofundamento da Parceria Estratégica Global - Pequim, 14 de abril de 2023;14/04/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-entre-a-republica-federativa-do-brasil-e-a-republica-popular-da-china-sobre-o-aprofundamento-da-parceria-estrategica-global-pequim-14-de-abril-de-2023;Relevante;;
Lista e íntegra dos atos assinados no Grande Palácio do Povo, por ocasião da visita do Presidente Luiz Inácio Lula da Silva à República Popular da China;14/04/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-no-grande-palacio-do-povo-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-republica-popular-da-china;Relevante;;
Lista e íntegra dos atos assinados no Centro Cultural de Belém, em 22 de abril de 2023, por ocasião da visita do Presidente Luiz Inácio Lula da Silva a Portugal;22/04/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-no-centro-cultural-de-belem-em-22-de-abril-de-2023-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-portugal;Relevante;;
Lista e íntegra dos atos assinados por ocasião da visita do Presidente Luiz Inácio Lula da Silva ao Reino da Espanha;26/04/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-ao-reino-da-espanha;Relevante;;
Consenso de Brasília – 30 de maio de 2023;30/05/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/consenso-de-brasilia-2013-30-de-maio-de-2023;Relevante;;
Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023;02/06/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-cabo-da-boa-esperanca-2013-ministros-das-relacoes-exteriores-e-relacoes-internacionais-do-brics-2013-cidade-do-cabo-africa-do-sul-1o-de-junho-de-2023;Relevante;;
Comunicado Conjunto dos Estados Partes Argentina, Brasil e Paraguai;04/07/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosur-argentina-brasil-e-paraguai;Relevante;;
Declaração Conjunta sobre a Aliança Digital América Latina e Caribe - União Europeia;17/07/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-sobre-a-alianca-digital-america-latina-e-caribe-uniao-europeia-traducao-nao-oficial;Relevante;;
Declaração da Cúpula CELAC-UE 2023;18/07/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-da-cupula-celac-ue-2023;Relevante;;
Declaração Presidencial por ocasião da Cúpula da Amazônia – IV Reunião de Presidentes dos Estados Partes no Tratado de Cooperação Amazônica;08/08/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-presidencial-por-ocasiao-da-cupula-da-amazonia-2013-iv-reuniao-de-presidentes-dos-estados-partes-no-tratado-de-cooperacao-amazonica;Relevante;;
Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023;24/08/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-joanesburgo-ii-sandton-gauteng-africa-do-sul-23-de-agosto-de-2023;Relevante;;
Atos assinados por ocasião da visita de Estado do senhor Presidente da República, Luiz Inácio Lula da Silva, a Angola;25/08/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-de-estado-do-senhor-presidente-da-republica-luiz-inacio-lula-da-silva-a-angola;Relevante;;
Adesão do Brasil à Parceria Internacional para a Informação e a Democracia;31/08/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-do-brasil-a-parceria-internacional-para-a-informacao-e-a-democracia;Relevante;;
Declaração de Líderes do G20 de Nova Delhi - Nova Delhi, Índia - 9 e 10 de setembro de 2023;09/09/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-lideres-do-g20-de-nova-delhi-nova-delhi-india-9-e-10-de-setembro-de-2023;Relevante;;
Declaração de Havana sobre “os desafios atuais para o desenvolvimento: o papel da ciência, da tecnologia e da inovação” (em inglês);16/09/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-havana-sobre-201cos-desafios-atuais-para-o-desenvolvimento-o-papel-da-ciencia-da-tecnologia-e-da-inovacao201d-em-ingles;Relevante;;
Comunicado Conjunto dos Presidentes dos Estados Partes do Mercosul e Bolívia;07/12/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul-e-bolivia;Relevante;;
Declaração Especial dos Presidentes do MERCOSUL sobre Democracia e Integridade da Informação em Ambientes Digitais;08/12/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-especial-dos-presidentes-do-mercosul-sobre-democracia-e-integridade-da-informacao-em-ambientes-digitais;Relevante;;
Adoção do Documento “Áreas de Cooperação Prática” no âmbito da Parceria de Diálogo Setorial Brasil-Asean;15/12/2023;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adocao-do-documento-201careas-de-cooperacao-pratica201d-no-ambito-da-parceria-de-dialogo-setorial-brasil-asean;Relevante;;
Discurso do Ministro Mauro Vieira por ocasião da reunião de ministros de Relações Exteriores do G20 – Rio de Janeiro, 21 de fevereiro de 2024;21/02/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-mauro-vieira-por-ocasiao-da-reuniao-de-ministros-de-relacoes-exteriores-do-g20-2013-rio-de-janeiro-21-de-fevereiro-de-2024;Relevante;;
Declaração Conjunta e Declaração de Seguimento da Parceria Estratégica Renovada Brasil - Espanha;06/03/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-e-declaracao-de-seguimento-da-parceria-estrategica-renovada-brasil-espanha;Relevante;;
Atos adotados por ocasião da visita ao Brasil do Presidente da França, Emmanuel Macron - 28 de março de 2024;28/03/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-do-presidente-da-franca-emmanuel-macron-ao-brasil;Relevante;;
Declaração Conjunta dos Presidentes de Brasil e Colômbia;17/04/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-de-brasil-e-colombia;Relevante;;
Atos adotados por ocasião da visita do presidente Luiz Inácio Lula da Silva à Colômbia — Bogotá, 17 de abril de 2024;18/04/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-colombia-2014-bogota-17-de-abril-de-2024;Relevante;;
Atos adotados por ocasião da visita da Ministra de Relações Internacionais e Cooperação da África do Sul, Naledi Pandor;23/04/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-da-chanceler-da-africa-do-sul-brasilia-23-de-abril-de-2024;Relevante;;
Comunicado Conjunto sobre o Fortalecimento da  Parceria Estratégica e Global Brasil -Japão;03/05/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-sobre-o-fortalecimento-da-parceria-estrategica-e-global-brasil-japao;Relevante;;
Declaração Conjunta dos Presidentes do Estado Plurinacional da Bolívia e da República Federativa do Brasil - Santa Cruz, 9 de julho de 2024;09/07/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-do-estado-plurinacional-da-bolivia-e-da-republica-federativa-do-brasil-santa-cruz-9-de-julho-de-2024;Relevante;;
Comunicado Conjunto da XXIX Reunião Ordinária do Conselho de Ministros da Comunidade dos Países de Língua Portuguesa - São Tomé, 19 de julho de 2024;19/07/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-da-xxix-reuniao-ordinaria-do-conselho-de-ministros-da-comunidade-dos-paises-de-lingua-portuguesa-sao-tome-19-de-julho-de-2024;Relevante;;
Declaração Conjunta dos Presidentes da República Federativa do Brasil, Luiz Inácio Lula da Silva, e da República do Chile, Gabriel Boric Font;05/08/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-da-republica-federativa-do-brasil-luiz-inacio-lula-da-silva-e-da-republica-do-chile-gabriel-boric-font;Relevante;;
Participação do Brasil na Cúpula do Futuro;22/09/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-brasil-na-cupula-do-futuro;Relevante;;
Reunião de ministros das Relações Exteriores do IBAS à margem da 79ª AGNU – Nova York, 26 de setembro de 2024 – comunicado à imprensa;26/09/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-ministros-das-relacoes-exteriores-do-ibas-a-margem-da-79a-agnu-2013-nova-york-26-de-setembro-de-2024-2013-comunicado-a-imprensa;Relevante;;
XVI Cúpula do BRICS – Kazan, Rússia, 22 a 24 de outubro de 2024 - Declaração Final;23/10/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xvi-cupula-do-brics-2013-kazan-russia-22-a-24-de-outubro-de-2024-declaracao-final;Relevante;;
Declaração sobre Infraestrutura Pública Digital, IA e Dados para Governança – Comunicado conjunto de Brasil, África do Sul e Índia;19/11/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-sobre-infraestrutura-publica-digital-ia-e-dados-para-governanca-2013-comunicado-conjunto-de-brasil-africa-do-sul-e-india;Relevante;;
Reunião de líderes do IBAS – Comunicado de Imprensa – Rio de Janeiro, 19 de novembro de 2024;19/11/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-lideres-do-ibas-2013-comunicado-de-imprensa-2013-rio-de-janeiro-19-de-novembro-de-2024;Relevante;;
Atos adotados por ocasião da visita de estado ao Brasil do Presidente da China, Xi Jinping – 20 de novembro de 2024;20/11/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-adotados-por-ocasiao-da-visita-de-estado-ao-brasil-do-presidente-da-china-xi-jinping-2013-20-de-novembro-de-2024-1;Relevante;;
Comunicado conjunto Brasil - Emirados Árabes Unidos por ocasião da reunião de líderes do G20;27/11/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-brasil-emirados-arabes-unidos-por-ocasiao-da-reuniao-de-lideres-do-g20;Relevante;;
Comunicado Conjunto dos Presidentes dos Estados Partes do Mercosul;06/12/2024;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul;Relevante;;
Diálogo Digital Brasil – União Europeia – Comunicado Conjunto – Bruxelas, 12 de fevereiro;12/02/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/dialogo-digital-brasil-2013-uniao-europeia-2013-comunicado-conjunto-2013-bruxelas-12-de-fevereiro;Relevante;;
I Comissão Permanente Bilateral Brasil-Espanha – Ata Final – Madri, 17 de fevereiro;17/02/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/i-comissao-permanente-bilateral-brasil-espanha-2013-ata-final-2013-madri-17-de-fevereiro;Relevante;;
Discurso do Ministro Mauro Vieira por ocasião da segunda sessão da reunião de Ministros das Relações Exteriores do G20 – Joanesburgo, 21/02/25;21/02/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-mauro-vieira-por-ocasiao-da-segunda-sessao-da-reuniao-de-ministros-das-relacoes-exteriores-do-g20-2013-joanesburgo-21-02-25;Relevante;;
Discurso proferido pelo Ministro Mauro Vieira por ocasião da 1ª reunião de Sherpas do BRICS – Brasília, 25 de fevereiro;25/02/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-proferido-pelo-ministro-mauro-vieira-por-ocasiao-da-1a-reuniao-de-sherpas-do-brics-2013-brasilia-25-de-fevereiro;Relevante;;
Assinatura de acordo de cooperação entre a Polícia Federal e a EUROPOL – Nota Conjunta MRE/MJSP;05/03/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/assinatura-de-acordo-de-cooperacao-entre-a-policia-federal-e-a-europol-2013-nota-conjunta-mre-mjsp;Relevante;;
Seminário sobre economia de dados e desenvolvimento nacional – Nota Conjunta MRE/MDIC;18/03/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/seminario-sobre-economia-de-dados-e-desenvolvimento-nacional-2013-nota-conjunta-mre-mdic;Relevante;;
Declaração Conjunta por ocasião da Visita de Estado do Presidente do Chile, Gabriel Boric, ao Brasil;24/04/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-de-estado-do-presidente-do-chile-gabriel-boric-ao-brasil;Relevante;;
Declaração da Presidência da Reunião de Ministros das Relações Exteriores dos Países Membros do BRICS;29/04/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-da-presidencia-da-reuniao-de-ministros-das-relacoes-exteriores-relacoes-internacionais-dos-paises-membros-do-brics;Relevante;;
Declaração Conjunta por ocasião da visita de Estado do Presidente Luiz Inácio Lula da Silva a Pequim – 12 e 13 de maio de 2025;13/05/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-de-estado-do-presidente-luiz-inacio-lula-da-silva-a-pequim-12-e-13-de-maio-de-2025;Relevante;;
Participação do Ministro Mauro Vieira em reuniões ministeriais da OCDE e da OMC em Paris;02/06/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-ministro-mauro-vieira-em-reunioes-ministeriais-da-ocde-e-da-omc-em-paris;Relevante;;
Comunicado Conjunto da Cúpula Brasil–Caribe;13/06/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-da-cupula-brasil2013caribe;Relevante;;
Declaração dos Líderes do BRICS sobre Governança Global da Inteligência Artificial;06/07/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-brics-sobre-governanca-global-da-inteligencia-artificial;Relevante;;
Declaração de Líderes do BRICS — Rio de Janeiro, 06 de julho de 2025;06/07/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-lideres-do-brics-2014-rio-de-janeiro-06-de-julho-de-2025;Relevante;;
Parceria do BRICS para a Eliminação de Doenças Socialmente Determinadas;07/07/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/parceria-do-brics-para-a-eliminacao-de-doencas-socialmente-determinadas;Relevante;;
Declaração conjunta por ocasião da visita de Estado do Primeiro-Ministro da Índia ao Brasil;08/07/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-de-estado-do-primeiro-ministro-da-india-ao-brasil;Relevante;;
Comunicado Conjunto entre a República Federativa do Brasil e a República da Indonésia  sobre o Fortalecimento da Parceria Estratégica Brasil–Indonésia;09/07/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-entre-a-republica-federativa-do-brasil-e-a-republica-da-indonesia-sobre-o-fortalecimento-da-parceria-estrategica-brasil2013indonesia;Relevante;;
"Reunião de Alto Nível ""Democracia Sempre"" - Declaração Conjunta - Santiago, 21 de julho de 2025";21/07/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-de-alto-nivel-democracia-sempre-declaracao-conjunta-santiago-21-07-2025;Relevante;;
Declaração Conjunta dos Presidentes da República Federativa do Brasil e da República do Equador;20/08/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-dos-presidentes-da-republica-federativa-do-brasil-e-da-republica-do-equador;Relevante;;
Declaração de Bogotá — V Reunião de Presidentes dos Estados Partes do Tratado de Cooperação Amazônica;23/08/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-bogota;Relevante;;
Eleição do novo diretor-geral da UNESCO, Khaled El-Enany;06/10/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/eleicao-do-novo-diretor-geral-da-unesco-khaled-el-enany;Relevante;;
Seleção de projeto brasileiro ao Prêmio UNESCO para o Uso de Tecnologias da Informação e da Comunicação na Educação;09/10/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/selecao-de-projeto-brasileiro-ao-premio-unesco-para-o-uso-de-tecnologias-da-informacao-e-da-comunicacao-na-educacao;Relevante;;
Seleção de brasileiro ao Prêmio da UNESCO para Pesquisa Científica sobre Ética na Inteligência Artificial;06/11/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/selecao-de-brasileiro-ao-premio-da-unesco-para-pesquisa-cientifica-sobre-etica-na-inteligencia-artificial;Relevante;;
XIII Diálogo de Alto Nível sobre Direitos Humanos entre o Brasil e a União Europeia - Declaração Conjunta;07/11/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xiii-dialogo-de-alto-nivel-sobre-direitos-humanos-entre-o-brasil-e-a-ue-declaracao-conjunta;Relevante;;
Marco da Parceria Estratégica entre o Japão e o MERCOSUL;20/12/2025;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/marco-da-parceria-estrategica-entre-o-japao-e-o-mercosul;Relevante;;
Reino Unido sedia reunião de Diálogo Estratégico com o Brasil;22/05/2014;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reino-unido-sedia-reuniao-de-dialogo-estrategico-com-o-brasil;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;(English version after the version in Portuguese) O Secretário do Exterior William Hague recebeu hoje o Ministro das Relações Exteriores do Brasil, Antonio de Aguiar Patriota, para a segunda reunião do Mecanismo de Diálogo Estratégico. Esta rodada de conversas realiza-se anualmente e foi concebida c
Documentos aprovados na I Reunião dos Ministros das Relações Exteriores do Foro CELAC-China - Pequim, 8 e 9 de janeiro de 2015 [inglês];12/01/2015;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-aprovados-na-i-reuniao-dos-ministros-das-relacoes-exteriores-do-foro-celac-china-pequim-8-e-9-de-janeiro-de-2015;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;BEIJING DECLARATION OF THE FIRST MINISTERIAL MEETING OF THE CELAC – CHINA FORUM CHINA-LATIN AMERICAN AND CARIBBEAN COUNTRIES COOPERATION PLAN (2015-2019) CELAC COMMUNIQUE IN CONDEMNATION OF THE TERRORISTS ATTACKS PERPETRATED IN FRANCE THE INSTITUTIONAL ARRANGEMENTS AND OPERATING RULES OF CELAC-CHINA
Visita ao Brasil do Secretário Especial para a América Latina e Assuntos Consulares, Passaporte e Vistos da Índia – Comunicado Conjunto – Brasília, 20 e 21 de julho de 2015;21/07/2015;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-do-secretario-especial-para-a-america-latina-e-assuntos-consulares-passaporte-e-vistos-da-india-comunicado-conjunto-brasilia-20-e-21-de-julho-de-2015;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;[Português]  [English] No dia 20 de julho de 2015, teve lugar, em Brasília, reunião bilateral entre o Subsecretário-Geral de Política II, Embaixador José Alfredo Graça Lima, e sua contraparte indiana, R. Swaminathan, Secretário Especial para a América Latina e Assuntos Consulares, Passaporte e Visto
Visita do Ministro das Relações Exteriores à Etiópia, ao Marrocos e à Tunísia – 8 a 11 de março de 2016;04/03/2016;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/viagem-do-ministro-das-relacoes-exteriores-a-etiopia-ao-marrocos-e-a-tunisia-8-a-11-de-marco-de-2016;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;O Ministro Mauro Vieira é recebido pelo Ministro das Relações Exteriores da Etiópia, Tedros Adhanom Ghebreyesus O Chanceler brasileiro deposita oferenda floral no túmulo do ex-Primeiro-Ministro Meles Zenawi, na Catedral da Santíssima Trindade, em Adis Abeba O Ministro Mauro Vieira é recebido pelo Pr
Intervenção do ministro das Relações Exteriores, José Serra, na reunião de chanceleres dos BRICS à margem da 71ª Assembleia Geral das Nações Unidas – Nova York, 20 de setembro de 2016 [Inglês];20/09/2016;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/intervencao-do-ministro-das-relacoes-exteriores-jose-serra-na-reuniao-de-chanceleres-dos-brics-a-margem-da-71-assembleia-geral-das-nacoes-unidas-nova-york-20-de-setembro-de-2016;Falso Positivo;Menção digital incidental em nota sobre outro tema (comércio, energia, agenda bilateral geral);I am very glad to attend, for the first time, the meeting of BRICS Foreign Ministers, on the sidelines of the UN General Assembly. May I start by congratulating India for the organization of the upcoming BRICS Summit in Goa, next October. We expect some very positive outcomes this year, including th
Visita do Presidente da República ao Paraguai - Assunção, 3 de outubro de 2016 - Ato Assinado;04/10/2016;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-ao-paraguai-ato-assinado;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;"MEMORANDO DE ENTENDIMENTO ENTRE O GOVERNO DA REPÚBLICA FEDERATIVA DO BRASIL E O GOVERNO DA REPÚBLICA DO PARAGUAI PARA A IMPLEMENTAÇÃO DO PROJETO “FORTALECIMENTO DA CONECTIVIDADE”   O Governo da República Federativa do Brasil  e O Governo da República do Paraguai  (doravante referidos como “Partes”);"
Visita do ministro Aloysio Nunes Ferreira aos Estados Unidos – Washington, 2 de junho de 2017;01/06/2017;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-aloysio-nunes-ferreira-aos-estados-unidos-washington-2-de-junho-de-2017;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;O ministro das Relações Exteriores, Aloysio Nunes Ferreira, manterá reunião de trabalho com o secretário de Estado dos Estados Unidos, Rex Tillerson, em 2 de junho, em Washington. O encontro servirá para discutir a agenda bilateral e fazer um balanço da atualidade regional e de temas globais. O mini
Atos assinados por ocasião da visita do presidente Michel Temer à China – Pequim, 31 de agosto a 3 de setembro de 2017;03/09/2017;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-do-presidente-michel-temer-a-china-pequim-31-de-agosto-a-3-de-setembro-de-2017;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;"Durante a visita de estado do presidente Michel Temer à China, foram assinados os seguintes instrumentos: I – Acordo entre o governo da República Federativa do Brasil e o governo da República Popular da China sobre a facilitação de vistos de turista; II – Emenda ao acordo entre o governo da Repúblic"
Reunião ministerial da OMC em Marraquexe;08/10/2017;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/reuniao-ministerial-da-omc-em-marraquexe;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;O ministro Aloysio Nunes Ferreira participa, em 9 e 10 de outubro, de reunião ministerial da OMC em Marraquexe, Marrocos, durante a qual se avaliará o estágio atual das negociações para a 11ª Conferência Ministerial da OMC que terá lugar em Buenos Aires em dezembro. Dentre as propostas que o Brasil 
LI Cúpula de Chefes de Estado do MERCOSUL e Estados Associados e LI Reunião Ordinária do Conselho do Mercado Comum do MERCOSUL;15/12/2017;https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/li-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-e-li-reuniao-ordinaria-do-conselho-do-mercado-comum-do-mercosul;Falso Positivo;Calendário/agenda de evento sem posicionamento substantivo sobre governança digital;Será realizada em Brasília, no dia 21 de dezembro de 2017, a 51ª edição da Cúpula dos Chefes de Estado do MERCOSUL e Estados Associados. O encontro será precedido, no dia 20 de dezembro, pela Reunião do Conselho do Mercado Comum (CMC), órgão decisório de nível ministerial. A Cúpula de Chefes de Esta
