"Titulo";"Data";"Link";"Nota_Escala_Original";"Nota_Escala_Sugerida";"Classificacao";"Motivo";"Justificativa_Validacao";"Classificado_Heuristico"
"I Rodada Negociadora do Acordo de Livre Comércio  Brasil-Chile – Brasília, 6 a 8 de junho de 2018";"08/06/2018";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/i-rodada-negociadora-do-acordo-de-livre-comercio-brasil-chile-brasilia-6-a-8-de-junho-de-2018";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Comunicado Conjunto dos Presidentes dos Estados Partes do MERCOSUL e Bolívia – Assunção, 18 de junho de 2018";"18/06/2018";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-de-estados-partes-do-mercosul-e-bolivia-assuncao-18-de-junho-de-2018";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Diálogo com os Grupos de Engajamento do G20";"20/06/2018";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/dialogo-com-os-grupos-de-engajamento-do-g20";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"X Cúpula dos BRICS – Declaração de Joanesburgo – 27 de julho de 2018 [Inglês]";"27/07/2018";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/x-cupula-dos-brics-declaracao-de-joanesburgo-27-de-julho-de-2018-ingles";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"II Rodada Negociadora do Acordo de Livre Comércio Brasil-Chile – Santiago, 7 a 10 de agosto de 2018";"13/08/2018";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/ii-rodada-negociadora-do-acordo-de-livre-comercio-brasil-chile-santiago-7-a-10-de-agosto-de-2018";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"III Rodada de Negociações do Acordo de Livre Comércio Brasil-Chile – Brasilia, 12 a 14 de setembro de 2018";"14/09/2018";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/iii-rodada-de-negociacoes-do-acordo-de-livre-comercio-brasil-chile-brasilia-12-a-14-de-setembro-de-2018";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Acordo de Livre Comércio Brasil-Chile [Declaração à imprensa]";"21/11/2018";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/acordo-de-livre-comercio-brasil-chile";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Solicitação de atribuição do nome de domínio de primeiro nível “.Amazon”";"11/03/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/solicitacao-de-atribuicao-do-nome-de-dominio-de-primeiro-nivel-amazon";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Solicitação de atribuição de domínio de primeiro nível “.Amazon”";"18/04/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/solicitacao-de-atribuicao-de-dominio-de-primeiro-nivel-amazon";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comércio eletrônico na OMC";"03/05/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/comercio-eletronico-na-omc-2";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Solicitação de atribuição de domínio de primeiro nível “.Amazon”";"20/05/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/solicitacao-de-atribuicao-de-dominio-de-primeiro-nivel-amazon-2";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Reunião Informal de Líderes do BRICS à margem do G20 – Osaka, 28 de junho de 2019";"26/06/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/reuniao-informal-de-lideres-do-brics-a-margem-do-g20-osaka-28-de-junho-de-2019";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Cúpula do G20 em Osaka";"26/06/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/cupula-do-g20-em-osaka";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Reunião informal de líderes do BRICS à margem da Cúpula do G20 – Comunicado conjunto de imprensa – Osaka, 28 de junho de 2019";"28/06/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/reuniao-informal-de-lideres-do-brics-a-margem-da-cupula-do-g20-comunicado-conjunto-de-imprensa-osaka-28-de-junho-de-2019";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Osaka sobre Economia Digital";"29/06/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/declaracao-de-osaka-sobre-economia-digital";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Osaka dos Líderes do G20";"29/06/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/declaracao-de-osaka-dos-lideres-do-g20";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado conjunto dos Presidentes dos Estados Partes do MERCOSUL e Estados Associados";"17/07/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul-e-estados-associados-2";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comércio Eletrônico na Organização Mundial do Comércio –Nota Conjunta dos Ministérios das Relações Exteriores e da Economia";"11/10/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/comercio-eletronico-na-organizacao-mundial-do-comercio-nota-conjunta-dos-ministerios-das-relacoes-exteriores-e-da-economia";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"XI Cúpula do BRICS – Brasília, 13 e 14 de novembro de 2019";"11/11/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/xi-cupula-do-brics-brasilia-13-e-14-de-novembro-de-2019";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"XI Cúpula do BRICS – Declaração de Brasília";"14/11/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/declaracao-de-brasilia-11-cupula-do-brics";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"MERCOSUL – Documentos adotados na Cúpula do Vale dos Vinhedos – Bento Gonçalves, 5 de dezembro de 2019";"05/12/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/mercosul-documentos-adotados-na-cupula-do-vale-dos-vinhedos-bento-goncalves-5-de-dezembro-de-2019";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Processo de adesão à Convenção de Budapeste - Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Justiça e Segurança Pública";"11/12/2019";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/processo-de-adesao-a-convencao-de-budapeste-nota-conjunta-do-ministerio-das-relacoes-exteriores-e-do-ministerio-da-justica-e-seguranca-publica";"2";"2";"Coerente";"";"Nota 2 atribuida, mas conteudo não apresenta forte enfase em soberania/direitos. Mantida por viés conservador.";"noticias institucionais"
"III Conferência Ministerial Hemisférica de Luta contra o Terrorismo – Comunicado Conjunto";"20/01/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/iii-conferencia-ministerial-hemisferica-de-luta-contra-o-terrorismo-comunicado-conjunto";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Cúpula extraordinária dos líderes do G20 - Declaração sobre COVID-19";"26/03/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/cupula-extraordinaria-dos-lideres-do-g20-declaracao-sobre-covid-19";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta Brasil-Uruguai sobre cooperação para estabelecimento de plataformas comuns de proteção ao consumidor";"15/07/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/declaracao-conjunta-brasil-uruguai-sobre-cooperacao-para-estabelecimento-de-plataformas-comuns-de-protecao-ao-consumidor";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Assinatura do Memorando de Entendimento entre o Brasil e o Chile sobre Cooperação na área de Telecomunicações e Economia Digital";"24/07/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/assinatura-do-memorando-de-entendimento-entre-o-brasil-e-o-chile-sobre-cooperacao-na-area-de-telecomunicacoes-e-economia-digital";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"V Diálogo Estratégico Brasil–Reino Unido – Comunicado Conjunto";"09/10/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/v-dialogo-estrategico-brasil-reino-unido-comunicado-conjunto";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Assinatura de Pacote Comercial com os EUA – Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Economia";"19/10/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/nota-conjunta-do-ministerio-das-relacoes-exteriores-e-do-ministerio-da-economia-assinatura-de-pacote-comercial-com-os-eua";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Lançamento do Diálogo Trilateral Brasil-Estados Unidos-Japão (JUSBE)";"10/11/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/lancamento-do-dialogo-trilateral-brasil-estados-unidos-japao-jusbe";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Visita do Subsecretário para Crescimento Econômico, Energia e Meio Ambiente do Departamento de Estado dos EUA, Keith Krach, ao Brasil, de 9 a 11 de novembro de 2020";"10/11/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/visita-do-subsecretario-para-crescimento-economico-energia-e-meio-ambiente-do-departamento-de-estado-dos-eua-keith-krach-ao-brasil-de-9-a-11-de-novembro-de-2020";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"XII Cúpula do BRICS";"17/11/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/xii-cupula-do-brics";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Moscou da XII Cúpula do BRICS";"17/11/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/declaracao-de-moscou-da-xii-cupula-do-brics";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Líderes do G20 da Cúpula de Riade – 22/11/2020";"22/11/2020";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/declaracao-de-lideres-do-g20-da-cupula-de-riade-2013-16-e-17-11-2020";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Assinado Acordo sobre Comércio Eletrônico do MERCOSUL – Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Economia";"30/04/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/assinado-acordo-sobre-comercio-eletronico-do-mercosul-nota-conjunta-mre-mecon";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Adesão brasileira ao projeto do cabo de fibras óticas “Humboldt” — Nota Conjunta do Ministério das Relações Exteriores e do Ministério das Comunicações";"13/05/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-brasileira-ao-projeto-do-cabo-de-fibras-oticas-201chumboldt201d-nota-conjunta-do-ministerio-das-relacoes-exteriores-e-do-ministerio-das-comunicacoes";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"XIII Cúpula do BRICS – Declaração de Nova Delhi";"09/09/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xiii-cupula-brics-declaracao-de-nova-delhi";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Segunda parte da Reunião Ministerial  do Conselho da OCDE";"07/10/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/segunda-parte-da-reuniao-ministerial-do-conselho-da-ocde";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado Conjunto Brasil-Argentina por ocasião da visita a Brasília do Ministro das Relações Exteriores, Comércio Internacional e Culto da Argentina";"08/10/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-brasil-argentina-por-ocasiao-da-visita-a-brasilia-do-ministro-das-relacoes-exteriores-comercio-internacional-e-culto-da-argentina";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração dos Líderes do G20 Roma";"02/11/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-g20-roma";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Aprovação pelo Senado Federal da  Convenção de Budapeste sobre o Crime Cibernético";"17/12/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/aprovacao-pelo-senado-federal-da-convencao-de-budapeste-sobre-o-crime-cibernetico";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"LIX Cúpula de Chefes de Estado do MERCOSUL e Estados Associados e LIX Reunião Ordinária do Conselho do Mercado Comum - Comunicado de Imprensa de Argentina, Brasil e Paraguai";"17/12/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lix-cupula-de-chefes-de-estado-do-mercosul-e-estados-associados-e-lix-reuniao-ordinaria-do-conselho-do-mercado-comum-comunicado-de-imprensa-de-argentina-brasil-e-paraguai";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Comunicado Conjunto Dos Presidentes Dos Estados Partes Do Mercosul E Estados Associados";"17/12/2021";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul-e-estados-associados-1";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Nota conjunta do Ministério das Relações Exteriores, da Casa Civil e do Ministério da Economia - Brasil é convidado a iniciar processo de acessão à OCDE";"25/01/2022";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/nota-conjunta-do-ministerio-das-relacoes-exteriores-da-casa-civil-e-do-ministerio-da-economia-brasil-e-convidado-a-iniciar-processo-de-acessao-a-ocde";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Seminário “A Cadeia Internacional de Semicondutores e o Brasil”";"26/04/2022";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/seminario-201ca-cadeia-internacional-de-semicondutores-e-o-brasil201d";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta do BRICS sobre o tema: “Fortalecer a Solidariedade e a Cooperação do BRICS; Responder às novas Características e Desafios da Situação Internacional”";"19/05/2022";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-brics-sobre-o-tema-201cfortalecer-a-solidariedade-e-a-cooperacao-do-brics-responder-as-novas-caracteristicas-e-desafios-da-situacao-internacional201d";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração de Pequim da XIV Cúpula do BRICS";"24/06/2022";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-pequim-da-xiv-cupula-do-brics";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta sobre Cooperação em Cadeias de Suprimentos Globais";"21/07/2022";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-sobre-cooperacao-em-cadeias-de-suprimentos-globais";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Nota conjunta do Ministério das Relações Exteriores, da Casa Civil, do Ministério da Economia, da Secretaria-Geral da Presidência e da Secretaria de Governo - Conselho Brasil-OCDE";"06/10/2022";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/nota-conjunta-do-ministerio-das-relacoes-exteriores-da-casa-civil-do-ministerio-da-economia-da-secretaria-geral-da-presidencia-e-da-secretaria-de-governo-conselho-brasil-ocde";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"G20 Bali Leaders’ Declaration – Bali, Indonésia – 15 e 16 de novembro de 2022";"17/11/2022";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/g20-bali-leaders2019-declaration-bali-indonesia-15-e-16-de-novembro-de-2022";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Atos assinados por ocasião da viagem do senhor Presidente da República à República Argentina - Buenos Aires, 23 de janeiro de 2023";"23/01/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-viagem-do-senhor-presidente-da-republica-a-republica-argentina-buenos-aires-23-de-janeiro-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta entre a República Federativa do Brasil e a República Popular da China sobre o Aprofundamento da Parceria Estratégica Global - Pequim, 14 de abril de 2023";"14/04/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-entre-a-republica-federativa-do-brasil-e-a-republica-popular-da-china-sobre-o-aprofundamento-da-parceria-estrategica-global-pequim-14-de-abril-de-2023";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Lista e íntegra dos atos assinados no Grande Palácio do Povo, por ocasião da visita do Presidente Luiz Inácio Lula da Silva à República Popular da China";"14/04/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-no-grande-palacio-do-povo-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-republica-popular-da-china";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Lista e íntegra dos atos assinados no Centro Cultural de Belém, em 22 de abril de 2023, por ocasião da visita do Presidente Luiz Inácio Lula da Silva a Portugal";"22/04/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-no-centro-cultural-de-belem-em-22-de-abril-de-2023-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-a-portugal";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Lista e íntegra dos atos assinados por ocasião da visita do Presidente Luiz Inácio Lula da Silva ao Reino da Espanha";"26/04/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/lista-e-integra-dos-atos-assinados-por-ocasiao-da-visita-do-presidente-luiz-inacio-lula-da-silva-ao-reino-da-espanha";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Consenso de Brasília – 30 de maio de 2023";"30/05/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/consenso-de-brasilia-2013-30-de-maio-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta do Cabo da Boa Esperança – Ministros das Relações Exteriores e Relações Internacionais do BRICS – Cidade do Cabo, África do Sul, 1º de junho de 2023";"02/06/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-cabo-da-boa-esperanca-2013-ministros-das-relacoes-exteriores-e-relacoes-internacionais-do-brics-2013-cidade-do-cabo-africa-do-sul-1o-de-junho-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Discurso do Ministro das Relações Exteriores por ocasião da LXII Reunião Ordinária do Conselho do Mercado Comum (CMC) - Sessão com Estados Partes - Puerto Iguazú, 3 de julho de 2023";"03/07/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-das-relacoes-exteriores-por-ocasiao-da-lxii-reuniao-ordinaria-do-conselho-do-mercado-comum-cmc-puerto-iguazu-3-de-julho-de-2023";"2";"2";"Coerente";"";"Conteudo apresenta temas de soberania/direitos/regulação, consistente com nota 2.";"noticias institucionais"
"Comunicado Conjunto dos Estados Partes Argentina, Brasil e Paraguai";"04/07/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosur-argentina-brasil-e-paraguai";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Conjunta sobre a Aliança Digital América Latina e Caribe - União Europeia";"17/07/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-sobre-a-alianca-digital-america-latina-e-caribe-uniao-europeia-traducao-nao-oficial";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração da Cúpula CELAC-UE 2023";"18/07/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-da-cupula-celac-ue-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Declaração Presidencial por ocasião da Cúpula da Amazônia – IV Reunião de Presidentes dos Estados Partes no Tratado de Cooperação Amazônica";"08/08/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-presidencial-por-ocasiao-da-cupula-da-amazonia-2013-iv-reuniao-de-presidentes-dos-estados-partes-no-tratado-de-cooperacao-amazonica";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"XIX Reunião do Conselho de Ministros da ALADI";"18/08/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xix-reuniao-do-conselho-de-ministros-da-aladi";"4";"4";"Coerente";"";"Conteudo apresenta temas de comércio/inovação/mercado, consistente com nota 4.";"noticias institucionais"
"Declaração de Joanesburgo II - Sandton, Gauteng, África do Sul - 23 de agosto de 2023";"24/08/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-joanesburgo-ii-sandton-gauteng-africa-do-sul-23-de-agosto-de-2023";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Atos assinados por ocasião da visita de Estado do senhor Presidente da República, Luiz Inácio Lula da Silva, a Angola";"25/08/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-de-estado-do-senhor-presidente-da-republica-luiz-inacio-lula-da-silva-a-angola";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
"Adesão do Brasil à Parceria Internacional para a Informação e a Democracia";"31/08/2023";"https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/adesao-do-brasil-a-parceria-internacional-para-a-informacao-e-a-democracia";"3";"3";"Coerente";"";"Nota 3 (Modelo Misto) coerente com conteúdo diplomatico que equilibra cooperação e soberania.";"noticias institucionais"
