"Titulo","Data","Link","Justificativa","Passagens_Relevantes","Origem"
"Discurso do Ministro José Serra durante a Reunião Ministerial da Organização Mundial de Comércio (OMC) – Paris, 2 de junho de 2016","02/06/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-jose-serra-durante-a-sessao-reforcando-a-contribuicao-do-comercio-e-do-investimento-para-o-crescimento-inclusivo-da-reuniao-do-conselho-ministerial-da-ocde-paris-2-de-junho-de-2016","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Nós estamos igualmente prontos para desenvolver na OMC disciplinas que apoiem a nova economia. No comércio eletrônico (""e-commerce""), por exemplo, é importante equilibrar disciplinas que permitam que as empresas se beneficiem da previsibilidade do comércio baseado na Internet com disciplinas que assegurem a cooperação ...","Filtragem"
"Comunicado dos Líderes do G20 – Cúpula de Hangzhou – 4-5 de setembro de 2016","08/09/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-dos-lideres-do-g20-cupula-de-hangzhou-4-5-de-setembro-de-2016","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","14. Para liberar o potencial da economia digital, adotamos a Iniciativa de Desenvolvimento e Cooperação sobre Economia Digital do G20, que se baseia em nosso trabalho iniciado em Antalya. Buscaremos promover condições favoráveis a seu desenvolvimento e superar o fosso digital, inclusive por meio de maior, melhor e mais...","Filtragem"
"Visita do Presidente da República ao Paraguai - Assunção, 3 de outubro de 2016 - Ato Assinado","04/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-ao-paraguai-ato-assinado","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","MEMORANDO DE ENTENDIMENTO ENTRE O GOVERNO DA REPÚBLICA FEDERATIVA DO BRASIL E O GOVERNO DA REPÚBLICA DO PARAGUAI PARA A IMPLEMENTAÇÃO DO PROJETO “FORTALECIMENTO DA CONECTIVIDADE”   O Governo da República Federativa do Brasil  e O Governo da República do Paraguai  (doravante referidos como “Partes”);  Reconhecendo que o...","Filtragem"
"Visita do Presidente da República à Índia – Goa, 17 de outubro de 2016 – Comunicado Conjunto Brasil-Índia","17/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-a-india-goa-17-de-outubro-de-2016-comunicado-conjunto-brasil-india","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando cibersegurança. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","8. Os líderes reiteraram a necessidade de se construir uma relação voltada para o futuro, por meio do aprofundamento do engajamento bilateral e do impulso às complementaridades existentes entre os dois países em áreas-chave de interesse mútuo, anteriormente identificadas por ocasião da Reunião da Comissão Mista Bilater... | 22. Os dois líderes saudaram os resultados da Revisão Abrangente da Implementação dos Resultados da Cúpula Mundial sobre Sociedade da Informação (WSIS+10) e reafirmaram seu compromisso de construir uma sociedade da informação centrada em indivíduos, inclusiva e orientada para o desenvolvimento. Nesse contexto, destacar...","Filtragem"
"Declaração conjunta do presidente da República Federativa do Brasil e do primeiro-ministro da República Portuguesa por ocasião da XII Cimeira Brasil-Portugal","01/11/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-presidente-da-republica-federativa-do-brasil-e-do-primeiro-ministro-da-republica-portuguesa-por-ocasiao-da-xii-cimeira-brasil-portugal","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","13. Ambas as partes manifestaram interesse no alargamento da cooperação no domínio da segurança alimentar e incentivaram a convergência de sinergias entre a ASAE (Autoridade de Segurança Alimentar e Económica de Portugal), a ANVISA (Agência Nacional de Vigilância Sanitária do Brasil) e o DIPOA. | 71. Acordaram, ainda, que deve ser dada continuidade ao aprofundamento da cooperação bilateral técnico-policial, com destaque para a segurança e ordem públicas, cooperação policial e troca de informações, gestão e desenvolvimento de fronteiras, vigilância e patrulhamento marítimo, proteção civil e segurança rodoviária,... | 55. Reafirmaram o compromisso comum de construir uma Sociedade da Informação voltada para as pessoas, inclusiva e orientada para o desenvolvimento, onde todos possam criar, aderir, utilizar e compartilhar informação e conhecimento. Nesse contexto, ressaltaram que as Tecnologias de Informação e Comunicação (TICs) consti...","Filtragem"
"Direito à privacidade na era digital","24/03/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/direito-a-privacidade-na-era-digital","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Em atenção à preocupação brasileira com o tema, atualmente tramitam no Congresso Nacional projetos de lei que visam à criação de um marco regulatório eficiente e moderno para a proteção de dados pessoais.","Filtragem"
"Declaração conjunta aprovada por ocasião da VI Cúpula Brasil–União Europeia - Brasília, 24 de janeiro de 2013","01/06/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-aprovada-por-ocasiao-da-vi-cupula-brasil-uniao-europeia-brasilia-24-de-janeiro-de-2013","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","40. Saudaram os resultados da V Reunião do Diálogo Brasil-União Europeia sobre Sociedade da Informação, realizada em Bruxelas, em 21 e 22 de novembro de 2012. Ressaltaram, em particular, o avanço da cooperação bilateral em pesquisa e desenvolvimento e governança da internet, bem como a troca de experiências em áreas co...","Filtragem"
"Declaração dos Lideres do G20 – Moldando um Mundo Interconectado","08/07/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-dos-lideres-do-g20-moldando-um-mundo-interconectado","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","PreâmbuloNós, os Líderes do G20, reunimo-nos em Hamburgo, Alemanha, de 7 a 8 de julho de 2017, para tratar dos grandes desafios econômicos globais e contribuir para a prosperidade e o bem-estar.Superar os desafios de nossa era e moldar um mundo interconectado é o objetivo comum do G20, o principal fórum de cooperação e...","Filtragem"
"Declaração de Hamburgo dos Líderes do G20 sobre a Luta contra o Terrorismo","08/07/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-hamburgo-dos-lideres-do-g20-sobre-a-luta-contra-o-terrorismo","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","5. Facilitaremos intercâmbios de informação rápidos e diretos entre as autoridades de inteligência, de aplicação da lei e judiciárias sobre compartilhamento operacional de informações, medidas preventivas e resposta em matéria de justiça criminal, assegurando o necessário equilíbrio entre os aspectos de segurança e a p... | 6. Trabalharemos para melhorar a arquitetura de informação internacional existente nas áreas de segurança, viagem e migração, incluindo a INTERPOL, garantindo o equilíbrio necessário entre aspectos de segurança e a proteção de dados. Em particular, incentivamos todos os membros a utilizarem plenamente os mecanismos rel...","Filtragem"
"Documentos finais da XXII Reunião Ordinária do Conselho de Ministros da Comunidade dos Países de Língua Portuguesa – Brasília, 20 de julho de 2017","20/07/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/documentos-finais-da-xxii-reuniao-ordinaria-do-conselho-de-ministros-da-comunidade-dos-paises-de-lingua-portuguesa-brasilia-em-20-de-julho-de-2017","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","v) Tomaram nota da realização da VII Reunião dos Pontos Focais do Governo Eletrónico, de 13 e 14 de dezembro de 2016, em Malabo; da 31ª Reunião do Secretariado Permanente dos Assuntos da Defesa (SPAD) da CPLP, de 7 e 8 de março de 2017 em Lisboa; da IX Reunião dos Pontos Focais de Turismo da CPLP, de 14 de março de 201...","Filtragem"
"V Cúpula Brasil-União Europeia – Declaração Conjunta e Plano de Ação Conjunta – Bruxelas, 4 outubro de 2011","04/08/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/v-cupula-brasil-uniao-europeia-declaracao-conjunta-bruxelas-4-outubro-de-2011","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","1.6 Sociedade da informaçãoO Brasil e a UE estão comprometidos com a construção de uma Sociedade da Informação centrada na pessoa, não-discriminatória e orientada para o desenvolvimento, conforme contemplado nos resultados da Cúpula Mundial da Sociedade da Informação (CSMI), assim como com o estabelecimento de mecanism... | 3. CulturaO Brasil e a UE estão comprometidos com a preservação e a promoção da diversidade cultural, com o aperfeiçoamento do diálogo intercultural e com a promoção das indústrias culturais e criativas. As Partes procurarão tratar conjuntamente essas questões em nível institucional, bem como no nível dos setores públi...","Filtragem"
"IX Cúpula do BRICS – Declaração de Xiamen – Xiamen, China, 4 de setembro de 2017","04/09/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/nona-cupula-do-brics-declaracao-de-xiamen-xiamen-china-4-de-setembro-de-2017","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, direitos humanos no ambiente digital, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","13. Reafirmamos o nosso compromisso com a cooperação industrial do BRICS, incluindo em capacidades e políticas industriais, novas infraestruturas industriais e padrões, e entre SMEs, de modo a aproveitar conjuntamente as oportunidades trazidas pela nova revolução industrial e a acelerar nossos respectivos processos de ... | 64. Concordamos em melhorar o papel do BRICS na governança em saúde global, especialmente no contexto da Organização Mundial da Saúde (OMS) e das agências das Nações Unidas, e em promover o desenvolvimento e aperfeiçoamento da disponibilidade de produtos médicos inovadores por meio da promoção de pesquisa e desenvolvim...","Filtragem"
"Visita do Ministro Aloysio Nunes Ferreira à Itália – Comunicado Conjunto","13/11/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-ministro-aloysio-nunes-ferreira-a-italia-comunicado-conjunto","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","18. O ministro Nunes Ferreira saudou o interesse da Itália no Marco Civil da Internet brasileiro, destacando o profícuo relacionamento bilateral no campo da governança da rede.","Filtragem"
"Atos assinados por ocasião da visita do Presidente do Estado Plurinacional da Bolívia, Evo Morales","05/12/2017","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/atos-assinados-por-ocasiao-da-visita-do-presidente-do-estado-plurinacional-da-bolivia-evo-morales","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, cibersegurança. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","1. As Partes comprometem-se a garantir a estrita reserva e confidencialidade das informações e antecedentes intercambiados, sujeitando suas ações às disposições dos respectivos ordenamentos legais em matéria de acesso à informação pública governamental e à proteção de dados pessoais. | O presente Acordo Interinstitucional Internacional tem como objetivo o estabelecimento de compromissos de cooperação policial a fim de fortalecer a prevenção e o combate ao Crime Organizado Transnacional e a qualquer outra manifestação criminosa, tais como o terrorismo, o tráfico de pessoas e o contrabando de migrantes...","Filtragem"
"Acordo entre a República Federativa do Brasil e o estado de Israel de Previdência Social – 27 de fevereiro de 2018","27/02/2018","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/acordo-entre-a-republica-federativa-do-brasil-e-o-estado-de-israel-de-previdencia-social-27-de-fevereiro-de-2018","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Proteção de Dados","Filtragem"
"Solicitação de atribuição do nome de domínio de primeiro nível “.Amazon”","11/03/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/solicitacao-de-atribuicao-do-nome-de-dominio-de-primeiro-nivel-amazon","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Em 10 de março, o Conselho Diretor da Corporação da Internet para Atribuição de Nomes e Números (ICANN) adotou resolução a respeito da atribuição do nome de domínio de primeiro nível “.Amazon” à empresa Amazon Inc. A medida dispõe que, na ausência de um acordo entre os países amazônicos e a companhia n... | A ICANN é uma entidade de direito privado responsável pela gestão do sistema de nomes de domínio da Internet. A função dos governos limita-se ao mero aconselhamento do Conselho Diretor, sem força legal, em temas de política pública, especialmente quando haja vinculações entre suas decisões e os direitos nac...","Filtragem"
"Solicitação de atribuição de domínio de primeiro nível “.Amazon”","18/04/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/solicitacao-de-atribuicao-de-dominio-de-primeiro-nivel-amazon","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O Ministério das Relações Exteriores foi informado de que a empresa Amazon Inc. submeteu à Corporação da Internet para Atribuição de Nomes e Números (ICANN), em 17/4/2019, proposta para obter o domínio de primeiro nível .AMAZON, que, na visão do Brasil, não atende preocupações importantes dos países da ... | Com esse espírito, ao longo dos últimos meses, o governo brasileiro tem dialogado com os demais países membros do OTCA, com a ICANN e com a empresa Amazon, na expectativa de prosseguir o esforço de compreensão mútua iniciado em março passado, como resultado dos entendimentos mantidos durante a 64a Reunião da IC... | Qualquer decisão que a ICANN venha a tomar deveria levar em conta a sensibilidade política envolvida na atribuição exclusivamente a interesses privados de um nome de domínio indissociavelmente relacionado à identidade de milhões de pessoas. Deveria, também, considerar plenamente o interesse público dos países...","Filtragem"
"Comércio eletrônico na OMC","03/05/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/comercio-eletronico-na-omc-2","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A proposta brasileira resultou de ampla coordenação interna entre diversos órgãos de governo. Aborda questões como proteção do consumidor e de dados pessoais, além de questões tributárias e relacionadas à segurança cibernética e à cooperação tecnológica.","Filtragem"
"Solicitação de atribuição de domínio de primeiro nível “.Amazon”","20/05/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/solicitacao-de-atribuicao-de-dominio-de-primeiro-nivel-amazon-2","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O Ministério das Relações Exteriores lamenta a decisão da Corporação da Internet para Atribuição de Nomes e Números (ICANN), adotada em 17 de maio de 2019, de atribuir o nome de domínio de primeiro nível .Amazon à empresa Amazon Inc., em regime de exclusividade e na ausência de uma solução mutuamente ace... | A decisão da ICANN, uma entidade de direito privado da qual os Estados não são membros, não leva em conta pareceres de política pública emanados do Comitê Consultivo Governamental da ICANN (GAC, na sigla em inglês), os quais reconhecem o caráter problemático e politicamente sensível do nome de domínio .Amaz... | O Brasil tem sido um firme defensor da abordagem multissetorial para a governança da Internet, com a participação plena das múltiplas partes interessadas – governos, sociedade civil e setor privado – em seus papeis e responsabilidades respectivos. A decisão da ICANN debilita aquela abordagem, na medida em que não...","Filtragem"
"Declaração de Osaka dos Líderes do G20","29/06/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/declaracao-de-osaka-dos-lideres-do-g20","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","11. O fluxo transfronteiriço de dados, informações, ideias e conhecimento gera maior produtividade, maior inovação e aprimora o desenvolvimento sustentável, ao mesmo tempo em que gera desafios relacionados a privacidade, proteção de dados, direitos de propriedade intelectual e segurança. Ao enfrentar esses des...","Filtragem"
"Comunicado conjunto dos Presidentes dos Estados Partes do MERCOSUL e Estados Associados","17/07/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/comunicado-conjunto-dos-presidentes-dos-estados-partes-do-mercosul-e-estados-associados-2","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Destacaron la firma de la Declaración especial del Consejo Presidencial Andino sobre uso de nuevas tecnologías y el dominio de primer nivel amazon, teniendo en cuenta la preocupación por la reciente decisión de la Junta Directiva de la Corporación de Internet para la Asignación de Nombre y Números (ICANN), que v...","Filtragem"
"Comércio Eletrônico na Organização Mundial do Comércio –Nota Conjunta dos Ministérios das Relações Exteriores e da Economia","11/10/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/comercio-eletronico-na-organizacao-mundial-do-comercio-nota-conjunta-dos-ministerios-das-relacoes-exteriores-e-da-economia","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O Brasil apresentou na segunda-feira, 7 de outubro, na Organização Mundial do Comércio (OMC), proposta acerca de disciplinas para a facilitação do comércio por meio de tecnologias digitais, a ser considerada nas negociações sobre comércio eletrônico em curso na organização.","Filtragem"
"Processo de adesão à Convenção de Budapeste - Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Justiça e Segurança Pública","11/12/2019","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2019/processo-de-adesao-a-convencao-de-budapeste-nota-conjunta-do-ministerio-das-relacoes-exteriores-e-do-ministerio-da-justica-e-seguranca-publica","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da internet. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A iniciativa de adesão do Brasil à Convenção de Budapeste vem somar-se à Lei no 12.965/2014, o Marco Civil da Internet, para a persecução penal dos crimes cibernéticos.","Filtragem"
"III Conferência Ministerial Hemisférica de Luta contra o Terrorismo – Comunicado Conjunto","20/01/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/iii-conferencia-ministerial-hemisferica-de-luta-contra-o-terrorismo-comunicado-conjunto","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","17. Enfatizaram a importância de prevenir, combater, neutralizar e reprimir o uso da Internet, das novas tecnologias, das plataformas virtuais FINTECH, das redes sociais e de ativos virtuais para fins terroristas, como meio para o planejamento, a radicalização, o recrutamento de indivíduos, a arrecadação de fundo...","Filtragem"
"Assinatura do Memorando de Entendimento entre o Brasil e o Chile sobre Cooperação na área de Telecomunicações e Economia Digital","24/07/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/assinatura-do-memorando-de-entendimento-entre-o-brasil-e-o-chile-sobre-cooperacao-na-area-de-telecomunicacoes-e-economia-digital","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O instrumento permitirá aprofundar a cooperação bilateral em áreas estratégicas para os dois países, tais como conexão digital, infraestrutura de telecomunicações, conectividade e fluxo de dados entre os dois países. O Memorando prevê, ainda, a cooperação em internet das coisas, 5G, inteligência artificia...","Filtragem"
"V Diálogo Estratégico Brasil–Reino Unido – Comunicado Conjunto","09/10/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/v-dialogo-estrategico-brasil-reino-unido-comunicado-conjunto","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, cibersegurança, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","13. Both sides agreed to strengthen security cooperation to counter regional and international threats. The ministers welcomed the deepening bilateral collaboration regarding the use of artificial intelligence, data protection, digital economy and digital access, implementation of the 5G network and cybersecurity, incl... | 2. Brazil and the UK reviewed regional and international issues, in the context of the unprecedented challenges faced by the international community to alleviate the health and socio-economic effects of the pandemic. The ministers held in-depth discussions on economy and trade, peace and security, the environment, inte... | 13. Ambos concordaram em fortalecer a cooperação em segurança para conter ameaças regionais e internacionais. Os ministros saudaram o aprofundamento da colaboração bilateral em relação ao uso de inteligência artificial, proteção de dados, economia digital e acesso digital, implementação da rede 5G e cibers...","Filtragem"
"Assinatura de Pacote Comercial com os EUA – Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Economia","19/10/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/nota-conjunta-do-ministerio-das-relacoes-exteriores-e-do-ministerio-da-economia-assinatura-de-pacote-comercial-com-os-eua","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","As disciplinas de facilitação de comércio acordadas com os Estados Unidos são abrangentes, com compromissos que alcançam não apenas as autoridades aduaneiras, mas diversas agências governamentais intervenientes no comércio exterior. Há compromissos importantes para o uso de tecnologias no processamento das exp...","Filtragem"
"Lançamento do Diálogo Trilateral Brasil-Estados Unidos-Japão (JUSBE)","10/11/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/lancamento-do-dialogo-trilateral-brasil-estados-unidos-japao-jusbe","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando cibersegurança, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","The three countries represent leading democracies and economies in their respective regions. As partners that share common values, they will bolster existing cooperation to strengthen business environments, expand foreign investments, promote regional connectivity, support sustainable development and economic growth, a... | Os três países afirmaram seu compromisso em assegurar um ecossistema de redes de comunicações que seja seguro, confiável e vibrante, bem como em desenvolver uma abordagem comum quanto à utilização de redes 5G transparentes, seguras e baseadas na livre e justa concorrência e no primado do direito, em linha com ... | The three countries affirmed their commitment to ensure a secure, trusted, and vibrant communication network ecosystem, and to develop a common approach to the deployment of transparent and secure 5G networks based on the foundation of free and fair competition, transparency, and the rule of law, in line with their nat...","Filtragem"
"XII Cúpula do BRICS","17/11/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/xii-cupula-do-brics","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Entre outros temas, a declaração incluiu menções à importância da democracia, liberdades fundamentais, direitos humanos, direito à privacidade, soberania, empreendedorismo e transparência.","Filtragem"
"Declaração de Moscou da XII Cúpula do BRICS","17/11/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/declaracao-de-moscou-da-xii-cupula-do-brics","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","66. Reconhecemos o papel da economia digital como uma ferramenta importante para a modernização e transformação da indústria, promoção do crescimento econômico inclusivo, apoio ao comércio global e à conduta empresarial fluidos e, assim, ajudar as economias nacionais do BRICS a cumprir os Objetivos de Desenvo... | 76. Enfatizamos o papel crucial da educação para aprimorar o capital humano, para a requalificação e aperfeiçoamento das pessoas na retomada pós-pandemia da COVID-19, alcançando o desenvolvimento sustentável e permitindo um crescimento econômico inclusivo. Estamos comprometidos a intensificar a cooperação, p...","Filtragem"
"Declaração de Líderes do G20 da Cúpula de Riade – 22/11/2020","22/11/2020","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/2020/declaracao-de-lideres-do-g20-da-cupula-de-riade-2013-16-e-17-11-2020","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Economia Digital: conectividade, tecnologias digitais e políticas têm desempenhado um papel fundamental no fortalecimento de nossa resposta à pandemia e na facilitação da continuação da atividade econômica. Tomamos nota das Opções de Política para Apoiar a Digitalização de Modelos de Negócios durante a CO...","Filtragem"
"Assinado Acordo sobre Comércio Eletrônico do MERCOSUL – Nota Conjunta do Ministério das Relações Exteriores e do Ministério da Economia","30/04/2021","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/assinado-acordo-sobre-comercio-eletronico-do-mercosul-nota-conjunta-mre-mecon","A nota guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O objetivo do acordo é criar um ambiente mais seguro para o desenvolvimento do comércio eletrônico entre os estados partes, que beneficie tanto suas empresas quanto seus consumidores. Dentre as principais disciplinas incluídas no acordo, cabe destacar a proibição de imposição de direitos aduaneiros sobre transm...","Filtragem"
