"Titulo","Data","Link","Categoria","Autoridade","Justificativa","Passagens_Relevantes","Origem"
"Discurso do Ministro Mauro Vieira no Seminário Nacional de lançamento do IV Plano Nacional de Enfrentamento ao Tráfico de Pessoas - 30/07/2024","30/07/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-no-seminario-nacional-de-lancamento-do-iv-plano-nacional-de-enfrentamento-ao-trafico-de-pessoas-30-07-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Não poderia deixar de expressar o compromisso do Itamaraty com a proteção dos brasileiros no exterior. Somente em 2023, nossa rede consular atendeu a 206 casos de tráfico de pessoas, repatriando muitas das vítimas para o Brasil. O trabalho para a assistência às vítimas de tráfico de pessoas pela rede consular brasileir...","Filtragem"
"Discurso do Ministro Mauro Vieira na Sessão Plenária da Cúpula do BRICS com países convidados - Kazan, 24 de outubro de 2024","24/10/2024","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-sessao-plenaria-da-cupula-do-brics-com-paises-convidados-kazan-24-de-outubro-de-2024","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Tampouco nos convém a condição de expectadores da evolução da Inteligência Artificial, sem participar de sua regulação, nem ser remunerados pelo uso de nossos dados.","Filtragem"
"Discurso do Ministro Antonio de Aguiar Patriota em Debate Aberto do CSNU sobre o papel de organizações regionais e sub-regionais no diálogo para a paz","16/01/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/antonio-de-aguiar-patriota/discurso-do-ministro-antonio-de-aguiar-patriota-em-debate-aberto-do-csnu-sobre-o-papel-de-organizacoes-regionais-e-sub-regionais-no-dialogo-para-a-paz","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade, direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A interceptação de comunicações e as ações de espionagem em nossa região, que fazem parte de práticas que atentam contra as soberanias, constituem uma violação dos direitos humanos, em particular do direito à privacidade e do direito à informação de nossos cidadãos e cidadãs.Os Chanceleres dos Estados-Partes do MERCOSU... | Nesse sentido, saúdo a oportuna declaração de 12 de julho passado da Alta Comissária para os Direitos Humanos, Navi Pillay, de que “programas de monitoramento sem mecanismos adequados para garantir o direito à privacidade podem impactar negativamente o gozo dos direitos humanos e liberdades fundamentais”. Pillay citou ...","Filtragem"
"Discurso na abertura da 1ª reunião de Sherpas  do BRICS - Curitiba, 14 de março de 2019","17/01/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/discurso-na-abertura-da-1a-reuniao-de-sherpas-do-brics-curitiba-14-de-marco-de-2019","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Nesta presidência, o Brasil propõe que fortaleçamos o foco do BRICS na área de ciência, tecnologia e inovação. Nosso trabalho deve visar à assistência à consolidação do desenvolvimento tecnológico de todos os cinco países, à atualização de suas indústrias e à garantia de seu papel significativo na quarta revolução indu...","Filtragem"
"Abertura do seminário “Inteligência Artificial e Mudança do Clima – Tecnologia a favor do desenvolvimento sustentável e de uma transição justa”","29/01/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/abertura-do-seminario-201cinteligencia-artificial-e-mudanca-do-clima-2013-tecnologia-a-favor-do-desenvolvimento-sustentavel-e-de-uma-transicao-justa201d","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","É um grande prazer recebê-los neste seminário internacional sobre “Inteligência Artificial e Mudança do Clima”, organizado pelo Ministério das Relações Exteriores, em parceria com o Ministério da Ciência, Tecnologia e Inovação e com a Fundação Alexandre de Gusmão, do Ministério das Relações Exteriores. | Estamos em um momento crítico, que exige grande compromisso e ambição para enfrentar o aquecimento global. A emergência da inteligência artificial, uma das tecnologias mais poderosas da atualidade, se apresenta como uma nova dinâmica, com impactos importantes nesse esforço. | Com este seminário, propomos debater com os demais órgãos de governo, sociedade civil, academia, setor privado e organizações internacionais como a Inteligência Artificial pode ser uma importante aliada no enfrentamento da mudança do clima. Em especial, dadas as suas funções avançadas de predição, otimização e até mesm...","Filtragem"
"Discurso do  Ministro Mauro Vieira por ocasião de outorga do Prêmio Fundação Getúlio Vargas – Rio de Janeiro, 7 de fevereiro de 2025","07/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-ministro-mauro-vieira-outorga-do-premio-fundacao-getulio-vargas-rio-de-janeiro-07-de-fevereiro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Nesta próxima segunda-feira participarei, em Paris, da Cúpula para Ação sobre Inteligência Artificial, em que frisarei a importância, para o Brasil, da proteção das instituições democráticas no ambiente digital. | O Brasil atuará resolutamente para que os parâmetros de governança da inteligência artificial sejam definidos multilateralmente nas Nações Unidas, em um diálogo aberto, equitativo e inclusivo, com respeito às necessidades e prioridades de cada país.","Filtragem"
"Palavras do Ministro Mauro Vieira no painel ""Reforçando uma governança de inteligência artificial efetiva, eficiente e inclusiva""","10/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/palavras-do-ministro-mauro-vieira-na-mesa-redonda-sobre-o-estabelecimento-de-uma-governanca-de-inteligencia-artificial-eficiente-e-realmente-inclusiva","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","O assunto deste painel é particularmente relevante para o Brasil. A inteligência artificial é disruptiva não apenas devido à nova tecnologia que incorpora, mas também porque seu modelo atual de desenvolvimento permite a privatização de áreas que antes eram domínio dos Estados. | Durante a presidência brasileira do G20 no ano passado, discutimos como a IA pode ajudar a reduzir assimetrias e estreitar a lacuna entre países desenvolvidos e em desenvolvimento, além da integridade da informação e outros desafios críticos. Também lançamos uma iniciativa sobre Integridade da Informação e Mudanças Cli...","Filtragem"
"Discurso do Ministro Mauro Vieira na Segunda Sessão da Reunião de Ministros das Relações Exteriores do G20 – Joanesburgo, 21 de fevereiro de 2025","21/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-segunda-sessao-da-reuniao-de-ministros-das-relacoes-exteriores-do-g20-2013-joanesburgo-21-de-fevereiro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, infraestrutura e tecnologias digitais. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","A Declaração de Líderes do Rio de Janeiro reconheceu a necessidade de o G20 aprofundar as discussões sobre “inteligência artificial, governança de dados e inovação”. Também foi acordado o estabelecimento de  uma iniciativa ou força-tarefa de alto nível sobre o tema. | O Brasil valoriza o posicionamento da África do Sul sobre o  tema, que  relaciona inteligência artificial e inovação com desenvolvimento sustentável. “Experiências de vários membros do G20 têm demonstrado que infra-estruturas públicas digitais bem planejadas, e reforçadas pela inteligência artificial, podem ajudar o us... | Dados são fundamentais no desenvolvimento e funcionamento de sistemas de IA, conforme reconhecido na Resolução da ONU sobre IA no ano passado. Todos os países contribuem para a produção de dados e devem ter o direito de se beneficiar da tecnologia advinda deles. Devemos estabelecer uma estrutura global justa e equitati...","Filtragem"
"Discurso do Ministro Mauro Vieira na 1ª Reunião de Sherpas do Brics  - Brasília, 25-26 de fevereiro de 2025","25/02/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/discurso-do-ministro-mauro-vieira-na-1a-reuniao-de-sherpas-do-brics-brasilia-25-26-de-fevereiro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial, proteção de dados e privacidade, cibersegurança. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Organizaremos nosso trabalho em torno de seis prioridades: cooperação em saúde global; comércio, investimento e finanças; combate à mudança do clima; governança da inteligência artificial; reforma do sistema multilateral de paz e segurança; e desenvolvimento institucional do BRICS. | À medida que navegamos pelas transformações do século XXI, a inteligência artificial apresenta tanto oportunidades imensas quanto riscos profundos. A IA tem o potencial de transformar dramaticamente setores como saúde e educação. No entanto, sem governança adequada, também pode gerar desafios éticos, econômicos e de se... | A governança global de IA deve ser inclusiva e democrática, além de contribuir para o desenvolvimento econômico. Ela não pode ser ditada por um pequeno grupo de atores enquanto o restante do mundo é forçado a se adaptar a regras que não ajudou a estabelecer. Os BRICS devem defender uma abordagem multilateral que garant...","Filtragem"
"Discurso na Cúpula Presidencial do Foro  para o Progresso e Integração da América  do Sul (PROSUL)  - 12/12/2020","25/03/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/discurso-na-cupula-presidencial-do-foro-para-o-progresso-e-integracao-da-america-do-sul-prosul-12-12-2020","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando direitos humanos no ambiente digital. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Em sua frase mais conhecida, o pensador espanhol Ramiro de Maeztu disse: “O que é característico da consciência é a inquietação, a vigilância constante, a disposição perene de se defender. Ser é defender-se.” A inquietação não é um acidente do ser, mas sua própria essência. Uma nova integração sul-americana não escapa ...","Filtragem"
"Intervenção do Ministro Mauro Vieira na Comissão de Relações Exteriores e Defesa Nacional do Senado Federal  - Brasília, 20 de maio de 2025","20/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-na-comissao-de-relacoes-exteriores-e-defesa-nacional-do-senado-federal-brasilia-20-de-maio-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","No âmbito dessas prioridades, estamos concentrando a atenção política do grupo em seis áreas centrais: Cooperação em Saúde; Comércio, Investimentos e Finanças; Mudança Climática; Governança da Inteligência Artificial; Arquitetura Multilateral de Paz e Segurança; e Desenvolvimento Institucional do BRICS.","Filtragem"
"Discurso na XXIII reunião de consulta dos Ministros das Relações Exteriores da OEA  - Washington, 21 de setembro de 2001","23/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/celso-lafer/discurso-na-xxiii-reuniao-de-consulta-dos-ministros-das-relacoes-exteriores-da-oea-washington-21-de-setembro-de-2001","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Estamos reiterando sua forte dimensão simbólica e reafirmando o sentido de compreensão partilhada do desafio que temos diante de nós. Senhores Ministros, Embora de forma perversa e doentia, os autores dos ataques da semana passada parecem haver compreendido o sentido das transformações que o progresso tecnológico troux...","Filtragem"
"Intervenção do Ministro Mauro Vieira em audiência pública na Comissão de Relações Exteriores e de Defesa Nacional da Câmara dos Deputados (CREDN)","28/05/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-do-ministro-mauro-vieira-em-audiencia-publica-na-comissao-de-relacoes-exteriores-e-de-defesa-nacional-da-camara-dos-deputados-credn","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","No âmbito dessas prioridades, estamos concentrando a atenção política do grupo em seis áreas centrais: Cooperação em Saúde; Comércio, Investimentos e Finanças; Mudança Climática; Governança da Inteligência Artificial; Arquitetura Multilateral de Paz e Segurança; e Desenvolvimento Institucional do BRICS.","Filtragem"
"Discurso na abertura da III Reunião de Ministros das Relações Exteriores do BRICS -  Rio de Janeiro , 26/07/2019","26/07/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/ernesto-araujo/discurso-na-abertura-da-iii-reuniao-de-ministros-das-relacoes-exteriores-do-brics-rio-de-janeiro-26-07-2019","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando proteção de dados e privacidade. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Aqui no BRICS, como em todo lugar, o Brasil defende uma cooperação internacional que seja, ao mesmo tempo, soberana e construtiva. Precisamos discutir os grandes temas internacionais e regionais e, ao mesmo tempo, precisamos, também, gerar resultados práticos para os nossos povos e para as nossas sociedades. A questão ...","Filtragem"
"Intervenção do Ministro Mauro Vieira na Reunião de Chanceleres do BRICS, à margem do Debate Geral da 80ª AGNU - Nova York, 26 setembro de 2025","26/09/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-do-ministro-mauro-vieira-na-reuniao-de-chanceleres-do-brics-a-margem-do-debate-geral-da-80a-agnu-nova-york-26-setembro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Effective multilateralism must have the United Nations at its center. But for the UN to meet the challenges of our time, it must be reformed. Brazil advocates for a comprehensive and ambitious reform of the Organization and its Charter, in accordance with its Article 109. The UN of 1945 is simply not fit for the purpos...","Filtragem"
"Intervenção do Ministro Mauro Vieira na Comissão de Relações Exteriores e de Defesa Nacional da Câmara dos Deputados - Brasília, 1º de outubro de 2025","01/10/2025","https://www.gov.br/mre/pt-br/centrais-de-conteudo/publicacoes/discursos-artigos-e-entrevistas/ministro-das-relacoes-exteriores/discursos-mre/mauro-vieira/intervencao-do-ministro-mauro-vieira-na-comissao-de-relacoes-exteriores-e-defesa-nacional-da-camara-dos-deputados-brasilia-1o-de-outubro-de-2025","discursos","ministro-das-relacoes-exteriores","O documento guarda relação direta e substantiva com a Governança Global Digital, tematizando governança da inteligência artificial. Traz informação qualitativa sobre o posicionamento, ações ou articulações do MRE nesse campo, útil à análise da política externa brasileira em governança digital no período 2014-2025.","Falando do púlpito da ONU, o Presidente Lula conclamou a comunidade internacional: a reduzir os gastos com armamentos e a aumentar a ajuda ao desenvolvimento, ciente de que apenas o desenvolvimento ataca as causas das guerras e dos conflitos; convocou a lutar contra a desigualdade dentro e fora das nações, cobrando mai...","Filtragem"
