"Titulo","Data","Link","Justificativa","Passagens_Relevantes"
"Visita ao Brasil de Sua Alteza Real o Príncipe Herdeiro da Noruega – Brasília, 16 de novembro de 2015","13/11/2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-ao-brasil-de-sua-alteza-real-o-principe-herdeiro-da-noruega-brasilia-16-de-novembro-de-2015","A nota aborda privacidade e proteção de dados pessoais de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""Brasil e Noruega têm coordenado ações em organismos internacionais, em temas como privacidade na era digital, saúde global e direitos dos povos indígenas.""","Brasil e Noruega têm coordenado ações em organismos internacionais, em temas como privacidade na era digital, saúde global e direitos dos povos indígenas."
"Calendário de eventos entre 8 e 14 de novembro de 2015","06/11/2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-8-e-14-de-novembro-de-2016","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""10 a 13/NOV – João Pessoa, Brasil. X edição do Fórum de Governança da Internet (X IGF)""","10 a 13/NOV – João Pessoa, Brasil. X edição do Fórum de Governança da Internet (X IGF)"
"Declaração de Riade – IV Cúpula América do Sul-Países Árabes (ASPA) – Riade, 10 e 11 de novembro de 2015","24/11/2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-de-riade-iv-cupula-america-do-sul-paises-arabes-aspa-11-de-novembro-de-2015","A nota aborda soberania digital e cibersegurança e infraestrutura digital e transformação tecnológica, aportando ao debate sobre governança digital global. Trecho-chave: ""Também reafirmar que a Cooperação Sul-Sul é guiada pelos seguintes princípios: respeito à soberania nacional, apropriação e independência nacionais, igualdade, não-condicionalidade, solidariedade, complementariedade, não interferência em assuntos...""","Também reafirmar que a Cooperação Sul-Sul é guiada pelos seguintes princípios: respeito à soberania nacional, apropriação e independência nacionais, igualdade, não-condicionalidade, solidariedade, complementariedade, não interferência em assuntos... | 5- Pedir a expansão da coordenação e da cooperação científicas, particularmente nas áreas de sociedade da informação; adaptação e mitigação dos efeitos da mudança climática; combate à desertificação; gestão de recursos hídricos; e agricultura."
"Declaração de Brasília – Segunda Conferência Global de Alto Nível sobre Segurança no Trânsito – Brasília, 18-19 de novembro de 2015","20/11/2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/segunda-conferencia-global-de-alto-nivel-sobre-seguranca-no-transito","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...is a shared responsibility to move towards a world free from road traffic fatalities and serious injuries, and that addressing road safety demands multi-stakeholder collaboration;""","...is a shared responsibility to move towards a world free from road traffic fatalities and serious injuries, and that addressing road safety demands multi-stakeholder collaboration; | OP23.
  
  Increase awareness of road safety risk factors, protection and prevention measures and implement multi-stakeholder advocacy actions and social marketing campaigns, that emphasize the importance of the interrelation between road safety and a healthy lifestyle;"
"VII Reunião da Comissão Mista Brasil-Índia – Comunicado Conjunto e Ata  –  Nova Délhi, 19 de novembro de 2015 [Inglês]","01/12/2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/vii-reuniao-da-comissao-mista-brasil-india-comunicado-conjunto-e-ata-nova-delhi-19-de-novembro-de-2015","A nota aborda soberania digital e cibersegurança e regulação de plataformas e serviços digitais, aportando ao debate sobre governança digital global. Trecho-chave: ""...and Food Supply to India in November 2015 and the joint decision to start discussions within the Joint Working Group on Agriculture on a roadmap to facilitate and implement initiatives under the MoU on Agriculture and Allied Sectors.""","...and Food Supply to India in November 2015 and the joint decision to start discussions within the Joint Working Group on Agriculture on a roadmap to facilitate and implement initiatives under the MoU on Agriculture and Allied Sectors. | 49. India and Brazil have agreed to strengthen joint efforts on promoting cyber security, combating cybercrime, and improving cooperation between our technical, law enforcement, cyber R&D, and capacity building institutions. To this..."
"Calendário de eventos entre 13 e 19 de dezembro de 2015","11/12/2015","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-13-e-19-de-dezembro-de-2015","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...Reunião de Alto Nível da Assembleia Geral das Nações Unidas sobre WSIS+10 (Revisão Decenal da Implementação dos Resultados da Cúpula Mundial da Sociedade da Informação).""","...Reunião de Alto Nível da Assembleia Geral das Nações Unidas sobre WSIS+10 (Revisão Decenal da Implementação dos Resultados da Cúpula Mundial da Sociedade da Informação)."
"Visita do Ministro das Relações Exteriores à Etiópia, ao Marrocos e à Tunísia – 8 a 11 de março de 2016","04/03/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/viagem-do-ministro-das-relacoes-exteriores-a-etiopia-ao-marrocos-e-a-tunisia-8-a-11-de-marco-de-2016","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""Reunião entre o Ministro Mauro Vieira e o Ministro da Indústria, do Comércio, do Investimento e da Economia Digital, Moulay Hafid Elalamy
    

     Fotos: AIG/MRE""","Reunião entre o Ministro Mauro Vieira e o Ministro da Indústria, do Comércio, do Investimento e da Economia Digital, Moulay Hafid Elalamy
    

     Fotos: AIG/MRE | ...e se reunirá com os Ministros do Equipamento, dos Transportes e da Logística, Azziz Rabbah, e da Indústria, do Comércio, do Investimento e da Economia Digital do Marrocos, Moulay Hafid Elalamy, com quem copresidirá a abertura de Seminário Empresarial Brasil-Marrocos. O Chanceler brasileiro será recebido..."
"Declaração Conjunta adotada por ocasião da I Reunião do Mecanismo 2+2 de Consulta e Avaliação Estratégica entre os Ministérios da Defesa e das Relações Exteriores do Brasil e do Paraguai – Assunção, 4 de abril de 2016","04/04/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-adotada-por-ocasiao-da-i-reuniao-do-mecanismo-2-2-de-consulta-e-avaliacao-estrategica-entre-os-ministerios-da-defesa-e-das-relacoes-exteriores-do-brasil-e-do-paraguai","A nota aborda regulação de plataformas e serviços digitais de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...a Escola Sul-Americana de Defesa (ESUDE); a Junta Interamericana de Defesa (JID); e a XII Conferência de Ministros de Defesa das Américas (XII CDMA).""","...a Escola Sul-Americana de Defesa (ESUDE); a Junta Interamericana de Defesa (JID); e a XII Conferência de Ministros de Defesa das Américas (XII CDMA). | ...Sudamericana de Defensa (ESUDE); la Junta Interamericana de Defensa (JID); y la XII Conferencia de Ministros de Defensa de las Américas (XII CDMA)."
"Calendário de eventos entre 3 e 9 de abril de 2016","01/04/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-3-e-9-de-abril-de-2016","A nota aborda governança da internet e infraestrutura digital e transformação tecnológica, aportando ao debate sobre governança digital global. Trecho-chave: ""4 a 6/ABR – Genebra, Suíça. Reunião do Grupo Assessor Multissetorial (MAG) para preparação da XI edição do Fórum Governança da Internet (IGF).""","4 a 6/ABR – Genebra, Suíça. Reunião do Grupo Assessor Multissetorial (MAG) para preparação da XI edição do Fórum Governança da Internet (IGF). | 07/ABR – Brasília. Seminário ""Viabilizando a Economia Digital e a Inovação no Brasil: Lançamento do Relatório de Desenvolvimento Mundial 2016 sobre Dividendos Digitais""."
"Consultas Políticas Brasil-Liga dos Estados Árabes – Brasília, 28 de abril de 2016","27/04/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/consultas-politicas-brasil-liga-dos-estados-arabes-brasilia-28-de-abril-de-2016","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""O Governo brasileiro tem buscado, nos últimos anos, ampliar a cooperação multissetorial com a Liga e aprofundar o diálogo político bilateral com seus 22 países membros. A realização da I Reunião ocorre menos de um ano após a...""","O Governo brasileiro tem buscado, nos últimos anos, ampliar a cooperação multissetorial com a Liga e aprofundar o diálogo político bilateral com seus 22 países membros. A realização da I Reunião ocorre menos de um ano após a..."
"Calendário de eventos entre 24 e 30 de abril de 2016","22/04/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-24-e-30de-abril-de-2016","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""28 e 29/ABR. Videoconferência do G20 sobre definição e medição de economia digital.""","28 e 29/ABR. Videoconferência do G20 sobre definição e medição de economia digital."
"Calendario de eventos entre 10 e 16 de abril de 2016","08/04/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre10-e-16-de-abril-de-2016","A nota aborda privacidade e proteção de dados pessoais e inclusão e acessibilidade digital, aportando ao debate sobre governança digital global. Trecho-chave: ""14/ABR – Brasília. 2º Seminário Internacional sobre Estado de Direito e Proteção de Dados do Consumidor.""","14/ABR – Brasília. 2º Seminário Internacional sobre Estado de Direito e Proteção de Dados do Consumidor. | 15/ABR – Roma, Itália. Organização das Nações Unidas para a Alimentação e Agricultura (FAO). Evento FAO / Google: “Unidos para fortalecer o papel da tecnologia para o desenvolvimento sustentável”. | 15/ABR – Brasília. 2º Sessão de treinamento em Proteção de Dados do Consumidor."
"Comunicado conjunto por ocasião da visita oficial da Presidenta da República Argentina, Cristina Fernández de Kirchner, ao Brasil – Brasília, 29 de julho de 2011","20/05/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto-por-ocasiao-da-visita-oficial-da-presidenta-da-republica-argentina-cristina-fernandez-de-kirchner-ao-brasil-brasilia-29-de-julho-de-2011","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""Projeto 22 - Cooperação na Área de Massificação do Acesso à Internet em Banda Larga""","Projeto 22 - Cooperação na Área de Massificação do Acesso à Internet em Banda Larga | ...da identificação por parte das equipes técnicas de Brasil e Argentina, no âmbito do Plano de Ação na Área de Massificação do Acesso à Internet em Banda Larga, de pontos de conexão em áreas de fronteira (Paso de los Libres e Uruguaiana) e pontos de intercâmbio de tráfego (Puerto Iguazú e Foz de Iguaçu),... | As equipes técnicas do Brasil e da Argentina identificaram pontos de interesse comum entre as empresas Telebrás e ARSAT relativos à conectividade de banda larga e redigiram as bases para o Acordo Marco a ser celebrado entre essas empresas. Entre os pontos, destacam-se:"
"XII Reunião de Ministros das Relações Exteriores dos Países Membros da OTCA - El Coca, Equador, 3 de maio de 2013 – Declaração de El Coca – texto integral [Espanhol]","20/05/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xii-reuniao-de-ministros-das-relacoes-exteriores-dos-paises-membros-da-otca-el-coca-equador-3-de-maio-de-2013-declaracao-de-el-coca-texto-integral-espanhol","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...de apropiación por terceros de los nombres geográficos de los Países Parte de la OTCA en general y del nombre de dominio de primer nivel ....amazonia... o relacionados, sin el debido consentimiento de los Países amazónicos. Agradecer a la República Federativa de Brasil y República del Perú por...""","...de apropiación por terceros de los nombres geográficos de los Países Parte de la OTCA en general y del nombre de dominio de primer nivel ....amazonia... o relacionados, sin el debido consentimiento de los Países amazónicos. Agradecer a la República Federativa de Brasil y República del Perú por..."
"Calendário de eventos entre 15 e 21 de maio de 2016","13/05/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-15-e-21-de-maio-de-2016","A nota aborda infraestrutura digital e transformação tecnológica e inclusão e acessibilidade digital, aportando ao debate sobre governança digital global. Trecho-chave: ""16 a 18/MAI – Pequim, China. Encontro do G20 sobre Inovação, Nova Revolução Industrial e Economia Digital.""","16 a 18/MAI – Pequim, China. Encontro do G20 sobre Inovação, Nova Revolução Industrial e Economia Digital. | 17 e 18/MAI – Islamabade, Paquistão. 19ª Reunião do Conselho de Coordenação da Comissão sobre Ciência e Tecnologia para o Desenvolvimento Sustentável do Sul (COMSATS)."
"Calendário de eventos entre 8 e 14 de maio de 2016","06/05/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-8-e-14-de-maio-de-2016","A nota aborda inclusão e acessibilidade digital de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""9 a 13/MAIO – Genebra, Suíça. 19ª Comissão de Ciência e Tecnologia para o Desenvolvimento do Conselho Econômico e Social das Nações Unidas (ECOSOC).""","9 a 13/MAIO – Genebra, Suíça. 19ª Comissão de Ciência e Tecnologia para o Desenvolvimento do Conselho Econômico e Social das Nações Unidas (ECOSOC)."
"V Cúpula do Fórum de Diálogo Índia, Brasil e África do Sul (IBAS) – Declaração de Tshwane – 18/10/2011","30/05/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/v-cupula-do-forum-de-dialogo-india-brasil-e-africa-do-sul-ibas-declaracao-de-tshwane-18-10-2011","A nota abrange múltiplos eixos temáticos da governança digital global: governança da internet, soberania digital e cibersegurança, infraestrutura digital e transformação tecnológica e regulação de plataformas e serviços digitais. Como evidência, destaca-se: ""...que a cooperação Sul-Sul é um esforço comum de povos e países do Sul, uma parceria entre iguais, e deve ser guiada pelos princípios de respeito à soberania nacional, propriedade e independência nacional, igualdade, não condicionamento, não interferência nos assuntos domésticos e benefício mútuo.38. Os Líderes...""","...que a cooperação Sul-Sul é um esforço comum de povos e países do Sul, uma parceria entre iguais, e deve ser guiada pelos princípios de respeito à soberania nacional, propriedade e independência nacional, igualdade, não condicionamento, não interferência nos assuntos domésticos e benefício mútuo.38. Os Líderes... | Governança da Internet52. Os Líderes reafirmaram seu compromisso de trabalhar em conjunto em direção a uma sociedade de informação inclusiva, orientada ao desenvolvimento... | 55. Os Líderes enfatizaram a Governança da Internet como área estratégica chave que exige colaboração próxima e ação concreta. Nesse contexto, recomendaram o estabelecimento de um Observatório de..."
"Calendário de eventos entre 5 e 11 de junho de 2016","03/06/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-15-e-21-de-maio-de-2018","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""6 e 7/JUN – Nova York, EUA. Primeiro Fórum Anual Multissetorial sobre Ciência, Tecnologia e Inovação para os Objetivos do Desenvolvimento Sustentável (STI Forum).""","6 e 7/JUN – Nova York, EUA. Primeiro Fórum Anual Multissetorial sobre Ciência, Tecnologia e Inovação para os Objetivos do Desenvolvimento Sustentável (STI Forum)."
"Discurso do Ministro José Serra durante a Reunião Ministerial da Organização Mundial de Comércio (OMC) – Paris, 2 de junho de 2016","02/06/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/discurso-do-ministro-jose-serra-durante-a-sessao-reforcando-a-contribuicao-do-comercio-e-do-investimento-para-o-crescimento-inclusivo-da-reuniao-do-conselho-ministerial-da-ocde-paris-2-de-junho-de-2016","A nota aborda privacidade e proteção de dados pessoais de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...previsibilidade do comércio baseado na Internet com disciplinas que assegurem a cooperação adequada para fazer valer os direitos do consumidor e o direito à privacidade. Se não alcançarmos esse equilíbrio, as disciplinas serão inúteis, uma vez que os consumidores perderão a confiança nesse instrumento, se sentirem...""","...previsibilidade do comércio baseado na Internet com disciplinas que assegurem a cooperação adequada para fazer valer os direitos do consumidor e o direito à privacidade. Se não alcançarmos esse equilíbrio, as disciplinas serão inúteis, uma vez que os consumidores perderão a confiança nesse instrumento, se sentirem..."
"Calendário de eventos entre 19 e 25 de junho de 2016","17/06/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-19-e-25-de-junho-de-2016","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""22 a 23/JUN – Cancún, México. Conferência ministerial da Organização para a Cooperação e Desenvolvimento Econômico (OCDE) sobre o tema ""Economia Digital: Inovação, Crescimento e Prosperidade Social"".""","22 a 23/JUN – Cancún, México. Conferência ministerial da Organização para a Cooperação e Desenvolvimento Econômico (OCDE) sobre o tema ""Economia Digital: Inovação, Crescimento e Prosperidade Social""."
"Comunicado Conjunto dos Chanceleres de Argentina, Brasil, Chile e Uruguai sobre a situação na Venezuela","12/06/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-conjunto","A nota aborda direitos humanos no ambiente digital de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""Nesse sentido, reafirmam que as autoridades têm a responsabilidade de garantir o direito às manifestações pacíficas e à livre expressão de ideias, e fazem um chamado a que, conforme prometeu o governo, se investiguem as responsabilidades pela violência.""","Nesse sentido, reafirmam que as autoridades têm a responsabilidade de garantir o direito às manifestações pacíficas e à livre expressão de ideias, e fazem um chamado a que, conforme prometeu o governo, se investiguem as responsabilidades pela violência."
"Calendário de eventos entre 10 e 16 de julho de 2016","08/07/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-26-de-junho-e-2-de-julho-de-2020","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""12 a 14/JUL – Nova York, EUA. Reunião do Grupo Assessor Multissetorial (MAG) preparatório do XI Fórum de Governança da Internet (IGF).""","12 a 14/JUL – Nova York, EUA. Reunião do Grupo Assessor Multissetorial (MAG) preparatório do XI Fórum de Governança da Internet (IGF). | 14 a 16/JUL – Glen Cove, EUA. Reunião de grupo de reflexão sobre o Fórum de Governança da Internet (IGF), organizado pelo Departamento de Temas Econômicos e Sociais das Nações Unidas (UNDESA)."
"Calendário de eventos entre 24 e 30 de julho de 2016","22/07/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-15-e-21-de-maio-de-2021","A nota aborda governança da internet e soberania digital e cibersegurança, aportando ao debate sobre governança digital global. Trecho-chave: ""27 a 29/JUL – São José, Costa Rica. 9ª Reunião do Fórum de Governança da Internet da América Latina e do Caribe (LACIGF).""","27 a 29/JUL – São José, Costa Rica. 9ª Reunião do Fórum de Governança da Internet da América Latina e do Caribe (LACIGF). | 29/JUL – Nova Delhi, Índia. 9ª Cúpula Anual sobre Segurança Cibernética e de Redes."
"Calendário de eventos entre 21 e 27 de agosto de 2016","19/08/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-26-de-junho-e-2-de-julho-de-2025","A nota aborda inclusão e acessibilidade digital de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""25 a 27/AGO – João Pessoa, Brasil. IX Encontro da Associação Nacional para Inclusão Digital (ANID).""","25 a 27/AGO – João Pessoa, Brasil. IX Encontro da Associação Nacional para Inclusão Digital (ANID)."
"Comunicado dos Líderes do G20 – Cúpula de Hangzhou – 4-5 de setembro de 2016","08/09/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/comunicado-dos-lideres-do-g20-cupula-de-hangzhou-4-5-de-setembro-de-2016","A nota abrange múltiplos eixos temáticos da governança digital global: privacidade e proteção de dados pessoais, infraestrutura digital e transformação tecnológica e inclusão e acessibilidade digital. Como evidência, destaca-se: ""...G20 para o Crescimento Inovador como nova agenda que abrange políticas e medidas transversais, nas áreas de inovação, nova revolução industrial e economia digital. Nesse contexto, reconhecemos a importância de reformas estruturais. Seguiremos as recomendações do Plano em consonância com nossas circunstâncias...""","...G20 para o Crescimento Inovador como nova agenda que abrange políticas e medidas transversais, nas áreas de inovação, nova revolução industrial e economia digital. Nesse contexto, reconhecemos a importância de reformas estruturais. Seguiremos as recomendações do Plano em consonância com nossas circunstâncias... | ...pela OCDE e por outras organizações internacionais relevantes, para levar adiante o trabalho do G20 sobre inovação, nova revolução industrial e economia digital, sujeito às prioridades das futuras presidências do G20, assegurando continuidade e consistência com os resultados alcançados até o momento e... | ...de informações que fortaleça o crescimento econômico, a confiança e a segurança, ao mesmo tempo em que garantimos o respeito à privacidade e à proteção de dados pessoais, investimento no setor de TCI, empreendedorismo, transformação digital, cooperação sobre comércio eletrônico, maior inclusão digital e..."
"VIII Cúpula do BRICS – Goa, Índia, 15 e 16 de outubro de 2016","11/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/viii-cupula-do-brics-goa-india-15-e-16-de-outubro-de-2016","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...No dia 16, os líderes dos cinco países devem se reunir com seus homólogos dos países da Iniciativa da Baía de Bengala para Cooperação Técnica Multissetorial e Econômica (BIMSTEC) – Bangladesh, Butão, Myanmar, Nepal, Sri Lanka e Tailândia.""","...No dia 16, os líderes dos cinco países devem se reunir com seus homólogos dos países da Iniciativa da Baía de Bengala para Cooperação Técnica Multissetorial e Econômica (BIMSTEC) – Bangladesh, Butão, Myanmar, Nepal, Sri Lanka e Tailândia."
"Calendário de eventos entre 9 e 15 de outubro de 2016","07/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-26-de-junho-e-2-de-julho-de-2029","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...questões internacionais Relacionadas a Políticas Públicas de Internet (CWG-Internet) e sobre Implementação dos Resultados da Cúpula Mundial sobre a Sociedade da Informação (CWG-WSIS).""","...questões internacionais Relacionadas a Políticas Públicas de Internet (CWG-Internet) e sobre Implementação dos Resultados da Cúpula Mundial sobre a Sociedade da Informação (CWG-WSIS)."
"Visita do Presidente da República ao Paraguai - Assunção, 3 de outubro de 2016 - Ato Assinado","04/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-ao-paraguai-ato-assinado","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...por meio de rotas de fibra óptica para os pontos de interconexão onde se encontram os provedores internacionais de internet e sua conexão com os cabos submarinos que chegam à costa brasileira. 2. Para este efeito, cria-se um Grupo Técnico Misto de Conectividade, doravante denominado ""Grupo Técnico"", com o...""","...por meio de rotas de fibra óptica para os pontos de interconexão onde se encontram os provedores internacionais de internet e sua conexão com os cabos submarinos que chegam à costa brasileira. 2. Para este efeito, cria-se um Grupo Técnico Misto de Conectividade, doravante denominado ""Grupo Técnico"", com o..."
"XI Conferência de Chefes de Estado e de Governo da Comunidade dos Países de Língua Portuguesa (CPLP)","29/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/xi-conferencia-de-chefes-de-estado-e-de-governo-da-comunidade-dos-paises-de-lingua-portuguesa-cplp","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""...Moçambique, Portugal, São Tomé e Príncipe e Timor-Leste. A Comunidade tem como objetivos a concertação política e diplomática, a cooperação multissetorial e a promoção e difusão da língua portuguesa.""","...Moçambique, Portugal, São Tomé e Príncipe e Timor-Leste. A Comunidade tem como objetivos a concertação política e diplomática, a cooperação multissetorial e a promoção e difusão da língua portuguesa."
"Calendário de eventos entre 23 e 29 de outubro de 2016","21/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-26-de-junho-e-2-de-julho-de-2028","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""26/OUT – Brasília. Reunião de coordenação preparatória à IX Reunião do Diálogo Brasil-União Européia sobre a Sociedade da Informação.""","26/OUT – Brasília. Reunião de coordenação preparatória à IX Reunião do Diálogo Brasil-União Européia sobre a Sociedade da Informação."
"Visita do Presidente da República à Índia – Goa, 17 de outubro de 2016 – Comunicado Conjunto Brasil-Índia","17/10/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-a-india-goa-17-de-outubro-de-2016-comunicado-conjunto-brasil-india","A nota aborda soberania digital e cibersegurança e infraestrutura digital e transformação tecnológica, aportando ao debate sobre governança digital global. Trecho-chave: ""...energética; agricultura e segurança alimentar; saúde, produtos farmacêuticos e acesso a medicamentos; tecnologias da informação e de comunicações; segurança cibernética; espaço; defesa; aviação civil; e infraestrutura.""","...energética; agricultura e segurança alimentar; saúde, produtos farmacêuticos e acesso a medicamentos; tecnologias da informação e de comunicações; segurança cibernética; espaço; defesa; aviação civil; e infraestrutura. | ...tecnologias é um vetor para a inovação econômica e social. Observaram que Brasil e Índia têm grande interesse em aprofundar a cooperação em TIC, segurança cibernética e temas relacionados à economia digital. | ...e social. Observaram que Brasil e Índia têm grande interesse em aprofundar a cooperação em TIC, segurança cibernética e temas relacionados à economia digital."
"Calendário de eventos entre 14 e 20 de novembro de 2016","11/11/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-26-de-junho-e-2-de-julho-de-2032","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""14/NOV a 16/NOV – Paris, França. Reuniões dos Grupos de Trabalho sobre Medição e Análise da Economia Digital, sobre infraestrutura e Política de Serviços e sobre Segurança e Privacidade na Economia Digital, no âmbito do Comitê sobre Políticas de Economia...""","14/NOV a 16/NOV – Paris, França. Reuniões dos Grupos de Trabalho sobre Medição e Análise da Economia Digital, sobre infraestrutura e Política de Serviços e sobre Segurança e Privacidade na Economia Digital, no âmbito do Comitê sobre Políticas de Economia... | 17/NOV e 18/NOV – Paris, França. Reunião do Comitê sobre Política de Economia Digital da Organização para a Cooperação e Desenvolvimento Econômico (CDEP/OCDE)."
"Calendário de eventos entre 06 e 13 de novembro de 2016","04/11/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-de-eventos-entre-26-de-junho-e-2-de-julho-de-2031","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""09 a 11/NOV – Roma, Itália. II Encontro Global da Parceria Público-Privada de Infraestrutura 5G.""","09 a 11/NOV – Roma, Itália. II Encontro Global da Parceria Público-Privada de Infraestrutura 5G. | 10/NOV a 11/NOV – Bruxelas, Bélgica. IX Diálogo Brasil-União Europeia sobre Sociedade da Informação."
"Declaração conjunta do presidente da República Federativa do Brasil e do primeiro-ministro da República Portuguesa por ocasião da XII Cimeira Brasil-Portugal","01/11/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-do-presidente-da-republica-federativa-do-brasil-e-do-primeiro-ministro-da-republica-portuguesa-por-ocasiao-da-xii-cimeira-brasil-portugal","A nota aborda infraestrutura digital e transformação tecnológica de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""Ciência, Tecnologia, Inovação e Sociedade da Informação""","Ciência, Tecnologia, Inovação e Sociedade da Informação | ...ainda, que o crescimento econômico, a produtividade industrial e a inovação tecnológica dependem de forma crescente e irreversível da evolução da economia digital."
"Calendário de eventos entre 05 de dezembro e 11 de dezembro de 2016","02/12/2016","https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/calendario-nota-468","A nota aborda governança da internet de forma específica. No tocante ao posicionamento do MRE, destaca-se: ""05 a 09/DEZ – Guadalajara, México. XI Fórum de Governança da Internet (IGF).""","05 a 09/DEZ – Guadalajara, México. XI Fórum de Governança da Internet (IGF)."
